word,word[-3],word[-2],word.isdigit,pos,all-ascii,next-word,next-word[-3],next-word[-2],next-word.isdigit,next-pos,next-next-word,next-next-word[-3],next-next-word[-2],next-next-word.isdigit,nextnextpos,prev-word,prev-word[-3],prev-word[-2],prev-word.isdigit,prev-pos,prev-prev-word,prev-prev-word[-3],prev-prev-word[-2],prev-prev-word.isdigit,prev-prev-pos,prev-iob,all-caps,capitalized,prev-all-caps,prev-capitalized,next-all-caps,next-capitalized,label
-,-,-,False,NNP,True,Gagah,gah,ah,False,NNP,Perkas,kas,as,False,NNP,Gasa,asa,sa,False,NNP,[START1],[START1],[START1],False,[START1],B-BRAND,True,False,True,True,True,True,I-BRAND
Gagah,gah,ah,False,NNP,True,Perkas,kas,as,False,NNP,[END1],[END1],[END1],False,[END1],-,-,-,False,NNP,Gasa,asa,sa,False,NNP,I-BRAND,True,True,True,False,True,False,I-BRAND
Perkas,kas,as,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Gagah,gah,ah,False,NNP,-,-,-,False,NNP,I-BRAND,True,True,True,True,True,True,I-BRAND
Jual,ual,al,False,NNP,True,Papan,pan,an,False,NNP,Skor,kor,or,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,O
Papan,pan,an,False,NNP,True,Skor,kor,or,False,NNP,Tenis,nis,is,False,NNP,Jual,ual,al,False,NNP,[START1],[START1],[START1],False,[START1],O,True,True,True,True,True,True,B-TYPE
Skor,kor,or,False,NNP,True,Tenis,nis,is,False,NNP,Meja,eja,ja,False,NNP,Papan,pan,an,False,NNP,Jual,ual,al,False,NNP,B-TYPE,True,True,True,True,True,True,I-TYPE
Tenis,nis,is,False,NNP,True,Meja,eja,ja,False,NNP,Portabel,bel,el,False,NNP,Skor,kor,or,False,NNP,Papan,pan,an,False,NNP,I-TYPE,True,True,True,True,True,True,I-TYPE
Meja,eja,ja,False,NNP,True,Portabel,bel,el,False,NNP,Pencatat,tat,at,False,NNP,Tenis,nis,is,False,NNP,Skor,kor,or,False,NNP,I-TYPE,True,True,True,True,True,True,I-TYPE
Portabel,bel,el,False,NNP,True,Pencatat,tat,at,False,NNP,Nilai,lai,ai,False,NNP,Meja,eja,ja,False,NNP,Tenis,nis,is,False,NNP,I-TYPE,True,True,True,True,True,True,I-TYPE
Pencatat,tat,at,False,NNP,True,Nilai,lai,ai,False,NNP,[END1],[END1],[END1],False,[END1],Portabel,bel,el,False,NNP,Meja,eja,ja,False,NNP,I-TYPE,True,True,True,True,True,True,B-TYPE
Nilai,lai,ai,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Pencatat,tat,at,False,NNP,Portabel,bel,el,False,NNP,B-TYPE,True,True,True,True,True,True,I-TYPE
Paket,ket,et,False,NNP,True,SamPe,mPe,Pe,False,NNP,1,1,1,True,CD,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,O
SamPe,mPe,Pe,False,NNP,True,1,1,1,True,CD,(1,(1,(1,False,CD,Paket,ket,et,False,NNP,[START1],[START1],[START1],False,[START1],O,False,True,True,True,True,True,B-NAME
1,1,1,True,CD,True,(1,(1,(1,False,CD,Sambal,bal,al,False,NNP,SamPe,mPe,Pe,False,NNP,Paket,ket,et,False,NNP,B-NAME,True,False,False,True,False,True,O
(1,(1,(1,False,CD,True,Sambal,bal,al,False,NNP,Bawang,ang,ng,False,NNP,1,1,1,True,CD,SamPe,mPe,Pe,False,NNP,O,True,False,True,False,True,False,O
Sambal,bal,al,False,NNP,True,Bawang,ang,ng,False,NNP,1,1,1,True,NNP,(1,(1,(1,False,CD,1,1,1,True,CD,O,True,True,True,False,True,False,B-TYPE
Bawang,ang,ng,False,NNP,True,1,1,1,True,NNP,Kering,ing,ng,False,NNP,Sambal,bal,al,False,NNP,(1,(1,(1,False,CD,B-TYPE,True,True,True,True,True,True,B-MATERIAL
1,1,1,True,NNP,True,Kering,ing,ng,False,NNP,Tempe,mpe,pe,False,NNP,Bawang,ang,ng,False,NNP,Sambal,bal,al,False,NNP,B-MATERIAL,True,False,True,True,True,True,O
Kering,ing,ng,False,NNP,True,Tempe,mpe,pe,False,NNP,[END1],[END1],[END1],False,[END1],1,1,1,True,NNP,Bawang,ang,ng,False,NNP,O,True,True,True,False,True,False,B-TYPE
Tempe,mpe,pe,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Kering,ing,ng,False,NNP,1,1,1,True,NNP,B-TYPE,True,True,True,True,True,True,I-TYPE
Zippo,ppo,po,False,NNP,True,20446ZL,6ZL,ZL,False,CD,Sapphire,ire,re,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-BRAND
20446ZL,6ZL,ZL,False,CD,True,Sapphire,ire,re,False,NNP,Blue,lue,ue,False,NNP,Zippo,ppo,po,False,NNP,[START1],[START1],[START1],False,[START1],B-BRAND,False,False,True,True,True,True,B-NAME
Sapphire,ire,re,False,NNP,True,Blue,lue,ue,False,NNP,Logo,ogo,go,False,NNP,20446ZL,6ZL,ZL,False,CD,Zippo,ppo,po,False,NNP,B-NAME,True,True,False,False,False,False,B-COLOR
Blue,lue,ue,False,NNP,True,Logo,ogo,go,False,NNP,Original,nal,al,False,NNP,Sapphire,ire,re,False,NNP,20446ZL,6ZL,ZL,False,CD,B-COLOR,True,True,True,True,True,True,I-COLOR
Logo,ogo,go,False,NNP,True,Original,nal,al,False,NNP,USA,USA,SA,False,NNP,Blue,lue,ue,False,NNP,Sapphire,ire,re,False,NNP,I-COLOR,True,True,True,True,True,True,B-THEME
Original,nal,al,False,NNP,True,USA,USA,SA,False,NNP,Stok,tok,ok,False,NNP,Logo,ogo,go,False,NNP,Blue,lue,ue,False,NNP,B-THEME,True,True,True,True,True,True,I-THEME
USA,USA,SA,False,NNP,True,Stok,tok,ok,False,NNP,Ratusan,san,an,False,NNP,Original,nal,al,False,NNP,Logo,ogo,go,False,NNP,I-THEME,False,True,True,True,True,True,I-THEME
Stok,tok,ok,False,NNP,True,Ratusan,san,an,False,NNP,Unit,nit,it,False,NNP,USA,USA,SA,False,NNP,Original,nal,al,False,NNP,I-THEME,True,True,False,True,False,True,O
Ratusan,san,an,False,NNP,True,Unit,nit,it,False,NNP,Dealer,ler,er,False,NNP,Stok,tok,ok,False,NNP,USA,USA,SA,False,NNP,O,True,True,True,True,True,True,O
Unit,nit,it,False,NNP,True,Dealer,ler,er,False,NNP,Resmi,smi,mi,False,NNP,Ratusan,san,an,False,NNP,Stok,tok,ok,False,NNP,O,True,True,True,True,True,True,O
Dealer,ler,er,False,NNP,True,Resmi,smi,mi,False,NNP,[END1],[END1],[END1],False,[END1],Unit,nit,it,False,NNP,Ratusan,san,an,False,NNP,O,True,True,True,True,True,True,O
Resmi,smi,mi,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Dealer,ler,er,False,NNP,Unit,nit,it,False,NNP,O,True,True,True,True,True,True,O
Polygon,gon,on,False,NNP,True,Pompa,mpa,pa,False,NNP,Ban,Ban,an,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-BRAND
Pompa,mpa,pa,False,NNP,True,Ban,Ban,an,False,NNP,Sepeda,eda,da,False,NNP,Polygon,gon,on,False,NNP,[START1],[START1],[START1],False,[START1],B-BRAND,True,True,True,True,True,True,B-TYPE
Ban,Ban,an,False,NNP,True,Sepeda,eda,da,False,NNP,Plastik,tik,ik,False,NNP,Pompa,mpa,pa,False,NNP,Polygon,gon,on,False,NNP,B-TYPE,True,True,True,True,True,True,I-TYPE
Sepeda,eda,da,False,NNP,True,Plastik,tik,ik,False,NNP,[END1],[END1],[END1],False,[END1],Ban,Ban,an,False,NNP,Pompa,mpa,pa,False,NNP,I-TYPE,True,True,True,True,True,True,I-TYPE
Plastik,tik,ik,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Sepeda,eda,da,False,NNP,Ban,Ban,an,False,NNP,I-TYPE,True,True,True,True,True,True,B-MATERIAL
BEST,EST,ST,False,NNP,True,SELLER,LER,ER,False,NNP,500gr,0gr,gr,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],False,True,False,False,False,False,O
SELLER,LER,ER,False,NNP,True,500gr,0gr,gr,False,NNP,Ruthab,hab,ab,False,NNP,BEST,EST,ST,False,NNP,[START1],[START1],[START1],False,[START1],O,False,True,False,True,False,True,O
500gr,0gr,gr,False,NNP,True,Ruthab,hab,ab,False,NNP,kurma,rma,ma,False,VB,SELLER,LER,ER,False,NNP,BEST,EST,ST,False,NNP,O,True,False,False,True,False,True,B-MASS
Ruthab,hab,ab,False,NNP,True,kurma,rma,ma,False,VB,muda,uda,da,False,NN,500gr,0gr,gr,False,NNP,SELLER,LER,ER,False,NNP,B-MASS,True,True,True,False,True,False,B-TYPE
kurma,rma,ma,False,VB,True,muda,uda,da,False,NN,kuning,ing,ng,False,JJ,Ruthab,hab,ab,False,NNP,500gr,0gr,gr,False,NNP,B-TYPE,False,False,True,True,True,True,B-TYPE
muda,uda,da,False,NN,True,kuning,ing,ng,False,JJ,sudah,dah,ah,False,MD,kurma,rma,ma,False,VB,Ruthab,hab,ab,False,NNP,B-TYPE,False,False,False,False,False,False,I-TYPE
kuning,ing,ng,False,JJ,True,sudah,dah,ah,False,MD,matang,ang,ng,False,VB,muda,uda,da,False,NN,kurma,rma,ma,False,VB,I-TYPE,False,False,False,False,False,False,I-TYPE
sudah,dah,ah,False,MD,True,matang,ang,ng,False,VB,hanya,nya,ya,False,RB,kuning,ing,ng,False,JJ,muda,uda,da,False,NN,I-TYPE,False,False,False,False,False,False,I-TYPE
matang,ang,ng,False,VB,True,hanya,nya,ya,False,RB,utk,utk,tk,False,VB,sudah,dah,ah,False,MD,kuning,ing,ng,False,JJ,I-TYPE,False,False,False,False,False,False,I-TYPE
hanya,nya,ya,False,RB,True,utk,utk,tk,False,VB,GOJEK,JEK,EK,False,NNP,matang,ang,ng,False,VB,sudah,dah,ah,False,MD,I-TYPE,False,False,False,False,False,False,O
utk,utk,tk,False,VB,True,GOJEK,JEK,EK,False,NNP,[END1],[END1],[END1],False,[END1],hanya,nya,ya,False,RB,matang,ang,ng,False,VB,O,False,False,False,False,False,False,O
GOJEK,JEK,EK,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],utk,utk,tk,False,VB,hanya,nya,ya,False,RB,O,False,True,False,False,False,False,O
Kabel,bel,el,False,NN,True,data,ata,ta,False,NN,3,3,3,True,CD,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-TYPE
data,ata,ta,False,NN,True,3,3,3,True,CD,in,in,in,False,NN,Kabel,bel,el,False,NN,[START1],[START1],[START1],False,[START1],B-TYPE,False,False,True,True,True,True,I-TYPE
3,3,3,True,CD,True,in,in,in,False,NN,1,1,1,True,CD,data,ata,ta,False,NN,Kabel,bel,el,False,NN,I-TYPE,True,False,False,False,False,False,I-TYPE
in,in,in,False,NN,True,1,1,1,True,CD,[END1],[END1],[END1],False,[END1],3,3,3,True,CD,data,ata,ta,False,NN,I-TYPE,False,False,True,False,True,False,I-TYPE
1,1,1,True,CD,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],in,in,in,False,NN,3,3,3,True,CD,I-TYPE,True,False,False,False,False,False,I-TYPE
GMC,GMC,MC,False,NNP,True,DVD,DVD,VD,False,NNP,Player,yer,er,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],False,True,False,False,False,False,B-BRAND
DVD,DVD,VD,False,NNP,True,Player,yer,er,False,NNP,Hitam,tam,am,False,NNP,GMC,GMC,MC,False,NNP,[START1],[START1],[START1],False,[START1],B-BRAND,False,True,False,True,False,True,B-TYPE
Player,yer,er,False,NNP,True,Hitam,tam,am,False,NNP,[END1],[END1],[END1],False,[END1],DVD,DVD,VD,False,NNP,GMC,GMC,MC,False,NNP,B-TYPE,True,True,False,True,False,True,I-TYPE
Hitam,tam,am,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Player,yer,er,False,NNP,DVD,DVD,VD,False,NNP,I-TYPE,True,True,True,True,True,True,B-COLOR
Acer,cer,er,False,NNP,True,Monitor,tor,or,False,NNP,PREDATOR,TOR,OR,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-BRAND
Monitor,tor,or,False,NNP,True,PREDATOR,TOR,OR,False,NNP,Z35,Z35,35,False,NNP,Acer,cer,er,False,NNP,[START1],[START1],[START1],False,[START1],B-BRAND,True,True,True,True,True,True,B-TYPE
PREDATOR,TOR,OR,False,NNP,True,Z35,Z35,35,False,NNP,"35""","35""","5""",False,CD,Monitor,tor,or,False,NNP,Acer,cer,er,False,NNP,B-TYPE,False,True,True,True,True,True,B-NAME
Z35,Z35,35,False,NNP,True,"35""","35""","5""",False,CD,[END1],[END1],[END1],False,[END1],PREDATOR,TOR,OR,False,NNP,Monitor,tor,or,False,NNP,B-NAME,True,True,False,True,False,True,I-NAME
"35""","35""","5""",False,CD,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Z35,Z35,35,False,NNP,PREDATOR,TOR,OR,False,NNP,I-NAME,True,False,True,True,True,True,B-DIMENSION
Lenovo,ovo,vo,False,NNP,True,Vibe,ibe,be,False,NNP,A,A,A,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-BRAND
Vibe,ibe,be,False,NNP,True,A,A,A,False,NNP,1000,000,00,True,NNP,Lenovo,ovo,vo,False,NNP,[START1],[START1],[START1],False,[START1],B-BRAND,True,True,True,True,True,True,B-NAME
A,A,A,False,NNP,True,1000,000,00,True,NNP,M,M,M,False,NNP,Vibe,ibe,be,False,NNP,Lenovo,ovo,vo,False,NNP,B-NAME,True,True,True,True,True,True,I-NAME
1000,000,00,True,NNP,True,M,M,M,False,NNP,[END1],[END1],[END1],False,[END1],A,A,A,False,NNP,Vibe,ibe,be,False,NNP,I-NAME,True,False,True,True,True,True,I-NAME
M,M,M,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],1000,000,00,True,NNP,A,A,A,False,NNP,I-NAME,True,True,True,False,True,False,I-NAME
Pepsodent,ent,nt,False,NNP,True,Tooth,oth,th,False,NNP,Paste,ste,te,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-BRAND
Tooth,oth,th,False,NNP,True,Paste,ste,te,False,NNP,Sensitive,ive,ve,False,NNP,Pepsodent,ent,nt,False,NNP,[START1],[START1],[START1],False,[START1],B-BRAND,True,True,True,True,True,True,B-TYPE
Paste,ste,te,False,NNP,True,Sensitive,ive,ve,False,NNP,Expert,ert,rt,False,NNP,Tooth,oth,th,False,NNP,Pepsodent,ent,nt,False,NNP,B-TYPE,True,True,True,True,True,True,I-TYPE
Sensitive,ive,ve,False,NNP,True,Expert,ert,rt,False,NNP,Whitening,ing,ng,False,NNP,Paste,ste,te,False,NNP,Tooth,oth,th,False,NNP,I-TYPE,True,True,True,True,True,True,B-NAME
Expert,ert,rt,False,NNP,True,Whitening,ing,ng,False,NNP,100g,00g,0g,False,CD,Sensitive,ive,ve,False,NNP,Paste,ste,te,False,NNP,B-NAME,True,True,True,True,True,True,I-NAME
Whitening,ing,ng,False,NNP,True,100g,00g,0g,False,CD,[END1],[END1],[END1],False,[END1],Expert,ert,rt,False,NNP,Sensitive,ive,ve,False,NNP,I-NAME,True,True,True,True,True,True,I-NAME
100g,00g,0g,False,CD,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Whitening,ing,ng,False,NNP,Expert,ert,rt,False,NNP,I-NAME,True,False,True,True,True,True,B-MASS
GAIXIN,XIN,IN,False,NNP,True,SILVER,VER,ER,False,NNP,L,L,L,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],False,True,False,False,False,False,B-BRAND
SILVER,VER,ER,False,NNP,True,L,L,L,False,NNP,KEMEJA,EJA,JA,False,NNP,GAIXIN,XIN,IN,False,NNP,[START1],[START1],[START1],False,[START1],B-BRAND,False,True,False,True,False,True,I-BRAND
L,L,L,False,NNP,True,KEMEJA,EJA,JA,False,NNP,PRIA,RIA,IA,False,NNP,SILVER,VER,ER,False,NNP,GAIXIN,XIN,IN,False,NNP,I-BRAND,True,True,False,True,False,True,B-SIZE
KEMEJA,EJA,JA,False,NNP,True,PRIA,RIA,IA,False,NNP,SLIMFIT,FIT,IT,False,NNP,L,L,L,False,NNP,SILVER,VER,ER,False,NNP,B-SIZE,False,True,True,True,True,True,B-TYPE
PRIA,RIA,IA,False,NNP,True,SLIMFIT,FIT,IT,False,NNP,MURAH,RAH,AH,False,NNP,KEMEJA,EJA,JA,False,NNP,L,L,L,False,NNP,B-TYPE,False,True,False,True,False,True,B-GENDER
SLIMFIT,FIT,IT,False,NNP,True,MURAH,RAH,AH,False,NNP,GROSIR,SIR,IR,False,NNP,PRIA,RIA,IA,False,NNP,KEMEJA,EJA,JA,False,NNP,B-GENDER,False,True,False,True,False,True,O
MURAH,RAH,AH,False,NNP,True,GROSIR,SIR,IR,False,NNP,RESELLER,LER,ER,False,NNP,SLIMFIT,FIT,IT,False,NNP,PRIA,RIA,IA,False,NNP,O,False,True,False,True,False,True,O
GROSIR,SIR,IR,False,NNP,True,RESELLER,LER,ER,False,NNP,BODYFIT,FIT,IT,False,NNP,MURAH,RAH,AH,False,NNP,SLIMFIT,FIT,IT,False,NNP,O,False,True,False,True,False,True,O
RESELLER,LER,ER,False,NNP,True,BODYFIT,FIT,IT,False,NNP,[END1],[END1],[END1],False,[END1],GROSIR,SIR,IR,False,NNP,MURAH,RAH,AH,False,NNP,O,False,True,False,True,False,True,O
BODYFIT,FIT,IT,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],RESELLER,LER,ER,False,NNP,GROSIR,SIR,IR,False,NNP,O,False,True,False,True,False,True,O
Buku,uku,ku,False,NNP,True,Kita,ita,ta,False,NNP,Anak,nak,ak,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,O
Kita,ita,ta,False,NNP,True,Anak,nak,ak,False,NNP,Rantau,tau,au,False,NNP,Buku,uku,ku,False,NNP,[START1],[START1],[START1],False,[START1],O,True,True,True,True,True,True,O
Anak,nak,ak,False,NNP,True,Rantau,tau,au,False,NNP,[END1],[END1],[END1],False,[END1],Kita,ita,ta,False,NNP,Buku,uku,ku,False,NNP,O,True,True,True,True,True,True,B-NAME
Rantau,tau,au,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Anak,nak,ak,False,NNP,Kita,ita,ta,False,NNP,B-NAME,True,True,True,True,True,True,I-NAME
Etude,ude,de,False,NNP,True,House,use,se,False,NNP,Precious,ous,us,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-BRAND
House,use,se,False,NNP,True,Precious,ous,us,False,NNP,Mineral,ral,al,False,NNP,Etude,ude,de,False,NNP,[START1],[START1],[START1],False,[START1],B-BRAND,True,True,True,True,True,True,I-BRAND
Precious,ous,us,False,NNP,True,Mineral,ral,al,False,NNP,BB,BB,BB,False,NNP,House,use,se,False,NNP,Etude,ude,de,False,NNP,I-BRAND,True,True,True,True,True,True,B-NAME
Mineral,ral,al,False,NNP,True,BB,BB,BB,False,NNP,cream,eam,am,False,NNP,Precious,ous,us,False,NNP,House,use,se,False,NNP,B-NAME,True,True,True,True,True,True,I-NAME
BB,BB,BB,False,NNP,True,cream,eam,am,False,NNP,Bright,ght,ht,False,NNP,Mineral,ral,al,False,NNP,Precious,ous,us,False,NNP,I-NAME,False,True,True,True,True,True,I-NAME
cream,eam,am,False,NNP,True,Bright,ght,ht,False,NNP,Fit,Fit,it,False,NNP,BB,BB,BB,False,NNP,Mineral,ral,al,False,NNP,I-NAME,False,False,False,True,False,True,I-NAME
Bright,ght,ht,False,NNP,True,Fit,Fit,it,False,NNP,SPF30/PA++,A++,++,False,NNP,cream,eam,am,False,NNP,BB,BB,BB,False,NNP,I-NAME,True,True,False,False,False,False,I-NAME
Fit,Fit,it,False,NNP,True,SPF30/PA++,A++,++,False,NNP,[END1],[END1],[END1],False,[END1],Bright,ght,ht,False,NNP,cream,eam,am,False,NNP,I-NAME,True,True,True,True,True,True,I-NAME
SPF30/PA++,A++,++,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Fit,Fit,it,False,NNP,Bright,ght,ht,False,NNP,I-NAME,False,True,True,True,True,True,I-NAME
ALSA,LSA,SA,False,NNP,True,Garlic,lic,ic,False,NNP,Capsule,ule,le,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],False,True,False,False,False,False,B-BRAND
Garlic,lic,ic,False,NNP,True,Capsule,ule,le,False,NNP,75gr,5gr,gr,False,CD,ALSA,LSA,SA,False,NNP,[START1],[START1],[START1],False,[START1],B-BRAND,True,True,False,True,False,True,B-NAME
Capsule,ule,le,False,NNP,True,75gr,5gr,gr,False,CD,kapsul,sul,ul,False,NN,Garlic,lic,ic,False,NNP,ALSA,LSA,SA,False,NNP,B-NAME,True,True,True,True,True,True,I-NAME
75gr,5gr,gr,False,CD,True,kapsul,sul,ul,False,NN,herbal,bal,al,False,JJ,Capsule,ule,le,False,NNP,Garlic,lic,ic,False,NNP,I-NAME,True,False,True,True,True,True,B-MASS
kapsul,sul,ul,False,NN,True,herbal,bal,al,False,JJ,ekstrak,rak,ak,False,VB,75gr,5gr,gr,False,CD,Capsule,ule,le,False,NNP,B-MASS,False,False,True,False,True,False,B-TYPE
herbal,bal,al,False,JJ,True,ekstrak,rak,ak,False,VB,bawang,ang,ng,False,NN,kapsul,sul,ul,False,NN,75gr,5gr,gr,False,CD,B-TYPE,False,False,False,False,False,False,I-TYPE
ekstrak,rak,ak,False,VB,True,bawang,ang,ng,False,NN,putih,tih,ih,False,JJ,herbal,bal,al,False,JJ,kapsul,sul,ul,False,NN,I-TYPE,False,False,False,False,False,False,I-TYPE
bawang,ang,ng,False,NN,True,putih,tih,ih,False,JJ,untuk,tuk,uk,False,SC,ekstrak,rak,ak,False,VB,herbal,bal,al,False,JJ,I-TYPE,False,False,False,False,False,False,I-TYPE
putih,tih,ih,False,JJ,True,untuk,tuk,uk,False,SC,kesehatan,tan,an,False,NN,bawang,ang,ng,False,NN,ekstrak,rak,ak,False,VB,I-TYPE,False,False,False,False,False,False,I-TYPE
untuk,tuk,uk,False,SC,True,kesehatan,tan,an,False,NN,[END1],[END1],[END1],False,[END1],putih,tih,ih,False,JJ,bawang,ang,ng,False,NN,I-TYPE,False,False,False,False,False,False,O
kesehatan,tan,an,False,NN,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],untuk,tuk,uk,False,SC,putih,tih,ih,False,JJ,O,False,False,False,False,False,False,O
jual,ual,al,False,VB,True,body,ody,dy,False,FW,slim,lim,im,False,NN,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],False,False,False,False,False,False,O
body,ody,dy,False,FW,True,slim,lim,im,False,NN,herbal,bal,al,False,JJ,jual,ual,al,False,VB,[START1],[START1],[START1],False,[START1],O,False,False,False,False,False,False,B-BRAND
slim,lim,im,False,NN,True,herbal,bal,al,False,JJ,[END1],[END1],[END1],False,[END1],body,ody,dy,False,FW,jual,ual,al,False,VB,B-BRAND,False,False,False,False,False,False,I-BRAND
herbal,bal,al,False,JJ,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],slim,lim,im,False,NN,body,ody,dy,False,FW,I-BRAND,False,False,False,False,False,False,I-BRAND
Teh,Teh,eh,False,NNP,True,Sariwangi,ngi,gi,False,NNP,50x1.85gr,5gr,gr,False,CD,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-TYPE
Sariwangi,ngi,gi,False,NNP,True,50x1.85gr,5gr,gr,False,CD,[END1],[END1],[END1],False,[END1],Teh,Teh,eh,False,NNP,[START1],[START1],[START1],False,[START1],B-TYPE,True,True,True,True,True,True,B-BRAND
50x1.85gr,5gr,gr,False,CD,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Sariwangi,ngi,gi,False,NNP,Teh,Teh,eh,False,NNP,B-BRAND,True,False,True,True,True,True,B-MASS
XPERIA,RIA,IA,False,NNP,True,C3,C3,C3,False,NNP,Dual,ual,al,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],False,True,False,False,False,False,B-NAME
C3,C3,C3,False,NNP,True,Dual,ual,al,False,NNP,BLACK,ACK,CK,False,NNP,XPERIA,RIA,IA,False,NNP,[START1],[START1],[START1],False,[START1],B-NAME,True,True,False,True,False,True,I-NAME
Dual,ual,al,False,NNP,True,BLACK,ACK,CK,False,NNP,[END1],[END1],[END1],False,[END1],C3,C3,C3,False,NNP,XPERIA,RIA,IA,False,NNP,I-NAME,True,True,True,True,True,True,I-NAME
BLACK,ACK,CK,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Dual,ual,al,False,NNP,C3,C3,C3,False,NNP,I-NAME,False,True,True,True,True,True,B-COLOR
Mushaf,haf,af,False,NNP,True,Terjemah,mah,ah,False,NNP,Hitam,tam,am,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-TYPE
Terjemah,mah,ah,False,NNP,True,Hitam,tam,am,False,NNP,G.06,.06,06,False,NNP,Mushaf,haf,af,False,NNP,[START1],[START1],[START1],False,[START1],B-TYPE,True,True,True,True,True,True,I-TYPE
Hitam,tam,am,False,NNP,True,G.06,.06,06,False,NNP,[END1],[END1],[END1],False,[END1],Terjemah,mah,ah,False,NNP,Mushaf,haf,af,False,NNP,I-TYPE,True,True,True,True,True,True,B-COLOR
G.06,.06,06,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Hitam,tam,am,False,NNP,Terjemah,mah,ah,False,NNP,B-COLOR,True,True,True,True,True,True,O
SIMPLE,PLE,LE,False,NNP,True,BAG,BAG,AG,False,NNP,LUCU,UCU,CU,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],False,True,False,False,False,False,B-TYPE
BAG,BAG,AG,False,NNP,True,LUCU,UCU,CU,False,NNP,CANTIK...model,del,el,False,NNP,SIMPLE,PLE,LE,False,NNP,[START1],[START1],[START1],False,[START1],B-TYPE,False,True,False,True,False,True,I-TYPE
LUCU,UCU,CU,False,NNP,True,CANTIK...model,del,el,False,NNP,serut,rut,ut,False,VB,BAG,BAG,AG,False,NNP,SIMPLE,PLE,LE,False,NNP,I-TYPE,False,True,False,True,False,True,O
CANTIK...model,del,el,False,NNP,True,serut,rut,ut,False,VB,dan,dan,an,False,CC,LUCU,UCU,CU,False,NNP,BAG,BAG,AG,False,NNP,O,False,True,False,True,False,True,O
