bias,word.lower(),word.isupper(),word.istitle(),word.isdigit(),hasNumber,word[-3:],word[:3],stopword,postag,BOS,-1:word.lower(),-1:word.istitle(),-1:word.isupper(),-1:word.isdigit(),-1:hasNumber,-1:stopword,-1:postag,+1:word.lower(),+1:word.istitle(),+1:word.isupper(),+1:word.isdigit(),+1:hasNumber,+1:stopword,+1:postag,EOS,label
1.0,813188,False,False,True,True,188,813,False,CD,krypton,False,True,False,False,False,NNP,False,True,None,None,None,None,None,None,None,O
1.0,wellington's,False,False,False,False,n's,Wel,False,NNP,True,None,None,None,None,None,None,None,sofabed,True,False,False,False,False,NNP,False,B-BRAND
1.0,sofabed,False,True,False,False,bed,Sof,False,NNP,wellington's,False,False,False,False,False,NNP,False,chess,True,False,False,False,False,NNP,False,B-TYPE
1.0,chess,False,True,False,False,ess,Che,False,NNP,sofabed,True,False,False,False,False,NNP,False,hitam-merah,True,False,False,False,False,NNP,False,B-NAME
1.0,hitam-merah,False,True,False,False,rah,Hit,False,NNP,chess,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,B-COLOR
1.0,promo,False,True,False,False,omo,Pro,False,NNP,True,None,None,None,None,None,None,None,gp,False,True,False,False,False,NNP,False,O
1.0,gp,True,False,False,False,GP,GP,False,NNP,promo,True,False,False,False,False,NNP,False,rechargeable,False,True,False,False,False,NNP,False,B-BRAND
1.0,rechargeable,True,False,False,False,BLE,REC,False,NNP,gp,False,True,False,False,False,NNP,False,aaa,False,True,False,False,False,NNP,False,B-TYPE
1.0,aaa,True,False,False,False,AAA,AAA,False,NNP,rechargeable,False,True,False,False,False,NNP,False,800mah,False,False,False,True,False,CD,False,I-TYPE
1.0,800mah,False,False,False,True,mah,800,False,CD,aaa,False,True,False,False,False,NNP,False,murahh,False,True,False,False,False,NNP,False,O
1.0,murahh,True,False,False,False,AHH,MUR,False,NNP,800mah,False,False,False,True,False,CD,False,meriah,False,True,False,False,False,NNP,False,O
1.0,meriah,True,False,False,False,IAH,MER,False,NNP,murahh,False,True,False,False,False,NNP,False,new,False,True,False,False,False,NNP,False,O
1.0,new,True,False,False,False,NEW,NEW,False,NNP,meriah,False,True,False,False,False,NNP,False,stock,False,True,False,False,False,NNP,False,O
1.0,stock,True,False,False,False,OCK,STO,False,NNP,new,False,True,False,False,False,NNP,False,dan,False,True,False,False,False,NNP,False,O
1.0,dan,True,False,False,False,DAN,DAN,False,NNP,stock,False,True,False,False,False,NNP,False,original,False,True,False,False,False,NNP,False,O
1.0,original,True,False,False,False,NAL,ORI,False,NNP,dan,False,True,False,False,False,NNP,False,diskon,True,False,False,False,False,NNP,False,O
1.0,diskon,False,True,False,False,kon,Dis,False,NNP,original,False,True,False,False,False,NNP,False,20170822,False,False,True,True,False,CD,False,O
1.0,20170822,False,False,True,True,822,201,False,CD,diskon,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,O
1.0,knalpot,False,False,False,False,pot,kna,False,FW,True,None,None,None,None,None,None,None,racing,False,False,False,False,False,FW,False,B-TYPE
1.0,racing,False,False,False,False,ing,rac,False,FW,knalpot,False,False,False,False,False,FW,False,yamaha,False,False,False,False,False,FW,False,I-TYPE
1.0,yamaha,False,False,False,False,aha,yam,False,FW,racing,False,False,False,False,False,FW,False,old,False,False,False,False,False,FW,False,B-BRAND
1.0,old,False,False,False,False,old,old,False,FW,yamaha,False,False,False,False,False,FW,False,vixion,False,False,False,False,False,FW,False,B-NAME
1.0,vixion,False,False,False,False,ion,vix,False,FW,old,False,False,False,False,False,FW,False,cha,False,False,False,False,False,NN,False,I-NAME
1.0,cha,False,False,False,False,cha,cha,False,NN,vixion,False,False,False,False,False,FW,False,rama,False,False,False,False,False,JJ,False,B-BRAND
1.0,rama,False,False,False,False,ama,ram,False,JJ,cha,False,False,False,False,False,NN,False,9,False,False,True,True,False,CD,False,I-BRAND
1.0,9,False,False,True,True,9,9,False,CD,rama,False,False,False,False,False,JJ,False,color,False,False,False,False,False,NN,False,I-BRAND
1.0,color,False,False,False,False,lor,col,False,NN,9,False,False,True,True,False,CD,False,super,False,False,False,False,False,NN,False,O
1.0,super,False,False,False,False,per,sup,False,NN,color,False,False,False,False,False,NN,False,ngebas,False,False,False,False,False,JJ,False,O
1.0,ngebas,False,False,False,False,bas,nge,False,JJ,super,False,False,False,False,False,NN,False,True,None,None,None,None,None,None,None,O
1.0,mesin,False,True,False,False,sin,Mes,False,NNP,True,None,None,None,None,None,None,None,pasah,False,False,False,False,False,NNP,False,B-TYPE
1.0,pasah,False,False,False,False,sah,pas,False,NNP,mesin,True,False,False,False,False,NNP,False,m-2911,True,True,False,True,False,NNP,False,I-TYPE
1.0,m-2911,True,True,False,True,911,M-2,False,NNP,pasah,False,False,False,False,False,NNP,False,modern,True,False,False,False,False,NNP,False,B-NAME
1.0,modern,False,True,False,False,ern,Mod,False,NNP,m-2911,True,True,False,True,False,NNP,False,True,None,None,None,None,None,None,None,B-BRAND
1.0,kazel,False,True,False,False,zel,Kaz,False,NNP,True,None,None,None,None,None,None,None,bodysuit,True,False,False,False,False,NNP,False,B-BRAND
1.0,bodysuit,False,True,False,False,uit,Bod,False,NNP,kazel,True,False,False,False,False,NNP,False,4in1,False,False,False,True,False,NNP,False,B-TYPE
1.0,4in1,False,False,False,True,in1,4in,False,NNP,bodysuit,True,False,False,False,False,NNP,False,motif,True,False,False,False,False,NNP,False,O
1.0,motif,False,True,False,False,tif,Mot,False,NNP,4in1,False,False,False,True,False,NNP,False,girl,True,False,False,False,False,NNP,False,O
1.0,girl,False,True,False,False,irl,Gir,False,NNP,motif,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,B-GENDER
1.0,razer,False,True,False,False,zer,Raz,False,NNP,True,None,None,None,None,None,None,None,mouse,True,False,False,False,False,NNP,False,B-BRAND
1.0,mouse,False,True,False,False,use,Mou,False,NNP,razer,True,False,False,False,False,NNP,False,krait,True,False,False,False,False,NNP,False,B-TYPE
1.0,krait,False,True,False,False,ait,Kra,False,NNP,mouse,True,False,False,False,False,NNP,False,hitam,True,False,False,False,False,NNP,False,B-NAME
1.0,hitam,False,True,False,False,tam,Hit,False,NNP,krait,True,False,False,False,False,NNP,False,razer,True,False,False,False,False,NNP,False,B-COLOR
1.0,razer,False,True,False,False,zer,Raz,False,NNP,hitam,True,False,False,False,False,NNP,False,keyboard,True,False,False,False,False,NNP,False,B-BRAND
1.0,keyboard,False,True,False,False,ard,Key,False,NNP,razer,True,False,False,False,False,NNP,False,deathstalker,True,False,False,False,False,NNP,False,B-TYPE
1.0,deathstalker,False,True,False,False,ker,Dea,False,NNP,keyboard,True,False,False,False,False,NNP,False,essential,True,False,False,False,False,NNP,False,B-NAME
1.0,essential,False,True,False,False,ial,Ess,False,NNP,deathstalker,True,False,False,False,False,NNP,False,bundle,True,False,False,False,False,NNP,False,I-NAME
1.0,bundle,False,True,False,False,dle,Bun,False,NNP,essential,True,False,False,False,False,NNP,False,promo,True,False,False,False,False,NNP,False,I-NAME
1.0,promo,False,True,False,False,omo,Pro,False,NNP,bundle,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,O
1.0,fisheye,False,True,False,False,eye,Fis,False,NNP,True,None,None,None,None,None,None,None,lens,True,False,False,False,False,NNP,False,B-TYPE
1.0,lens,False,True,False,False,ens,Len,False,NNP,fisheye,True,False,False,False,False,NNP,False,converter,True,False,False,False,False,NNP,False,I-TYPE
1.0,converter,False,True,False,False,ter,Con,False,NNP,lens,True,False,False,False,False,NNP,False,"type=""focal",False,True,False,False,False,NNP,False,I-TYPE
1.0,"type=""focal",True,False,False,False,CAL,TYP,False,NNP,converter,True,False,False,False,False,NNP,False,"length"">52mm",False,False,False,True,False,NNP,False,O
1.0,"length"">52mm",False,False,False,True,2mm,LEN,False,NNP,"type=""focal",False,True,False,False,False,NNP,False,dan,False,False,False,False,True,CC,False,O
1.0,dan,False,False,False,False,dan,dan,True,CC,"length"">52mm",False,False,False,True,False,NNP,False,"type=""focal",False,True,False,False,False,NNP,False,O
1.0,"type=""focal",True,False,False,False,CAL,TYP,False,NNP,dan,False,False,False,False,True,CC,False,"length"">58mm",False,False,False,True,False,NNP,False,O
1.0,"length"">58mm",False,False,False,True,8mm,LEN,False,NNP,"type=""focal",False,True,False,False,False,NNP,False,(merk:,True,False,False,False,False,NNP,False,O
1.0,(merk:,False,True,False,False,rk:,(Me,False,NNP,"length"">58mm",False,False,False,True,False,NNP,False,opticpro,False,True,False,False,False,NNP,False,O
1.0,opticpro,True,False,False,False,PRO,OPT,False,NNP,(merk:,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,B-BRAND
1.0,bolt,True,False,False,False,OLT,BOL,False,NNP,True,None,None,None,None,None,None,None,aquila,True,False,False,False,False,NNP,False,B-BRAND
1.0,aquila,False,True,False,False,ila,Aqu,False,NNP,bolt,False,True,False,False,False,NNP,False,slim,True,False,False,False,False,NNP,False,B-NAME
1.0,slim,False,True,False,False,lim,Sli,False,NNP,aquila,True,False,False,False,False,NNP,False,mi-f,True,False,False,False,False,NNP,False,I-NAME
1.0,mi-f,False,True,False,False,i-F,Mi-,False,NNP,slim,True,False,False,False,False,NNP,False,4g,True,True,False,True,False,CD,False,I-NAME
1.0,4g,True,True,False,True,4G,4G,False,CD,mi-f,True,False,False,False,False,NNP,False,ltei,False,False,False,False,False,NNP,False,I-NAME
1.0,ltei,False,False,False,False,TEi,LTE,False,NNP,4g,True,True,False,True,False,CD,False,putih,True,False,False,False,False,NNP,False,I-NAME
1.0,putih,False,True,False,False,tih,Put,False,NNP,ltei,False,False,False,False,False,NNP,False,free,True,False,False,False,False,NNP,False,B-COLOR
1.0,free,False,True,False,False,ree,Fre,False,NNP,putih,True,False,False,False,False,NNP,False,perdana,True,False,False,False,False,NNP,False,O
1.0,perdana,False,True,False,False,ana,Per,False,NNP,free,True,False,False,False,False,NNP,False,kuota,True,False,False,False,False,NNP,False,B-TYPE
1.0,kuota,False,True,False,False,ota,Kuo,False,NNP,perdana,True,False,False,False,False,NNP,False,32gb,False,True,False,True,False,CD,False,I-TYPE
1.0,32gb,True,False,False,True,2GB,32G,False,CD,kuota,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,O
1.0,apron,False,True,False,False,ron,Apr,False,NNP,True,None,None,None,None,None,None,None,menyusui,False,False,False,False,False,VB,False,B-TYPE
1.0,menyusui,False,False,False,False,sui,men,False,VB,apron,True,False,False,False,False,NNP,False,big,False,False,False,False,False,NNP,False,I-TYPE
1.0,big,False,False,False,False,BiG,BiG,False,NNP,menyusui,False,False,False,False,False,VB,False,size,False,True,False,False,False,NNP,False,B-SIZE
1.0,size,True,False,False,False,IZE,SIZ,False,NNP,big,False,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,I-SIZE
1.0,wall,False,True,False,False,all,Wal,False,NNP,True,None,None,None,None,None,None,None,bracket,True,False,False,False,False,NNP,False,B-TYPE
1.0,bracket,False,True,False,False,ket,Bra,False,NNP,wall,True,False,False,False,False,NNP,False,tv,False,True,False,False,False,NNP,False,I-TYPE
1.0,tv,True,False,False,False,TV,TV,False,NNP,bracket,True,False,False,False,False,NNP,False,led/lcd,False,True,False,False,False,NNP,False,I-TYPE
1.0,led/lcd,True,False,False,False,LCD,LED,False,NNP,tv,False,True,False,False,False,NNP,False,"15""-32""",False,False,False,True,False,NNP,False,I-TYPE
1.0,"15""-32""",False,False,False,True,"32""","15""",False,NNP,led/lcd,False,True,False,False,False,NNP,False,universal,True,False,False,False,False,NNP,False,B-DIMENSION
1.0,universal,False,True,False,False,sal,Uni,False,NNP,"15""-32""",False,False,False,True,False,NNP,False,plat,True,False,False,False,False,NNP,False,O
1.0,plat,False,True,False,False,lat,Pla,False,NNP,universal,True,False,False,False,False,NNP,False,tebal,True,False,False,False,False,NNP,False,O
1.0,tebal,False,True,False,False,bal,Teb,False,NNP,plat,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,O
1.0,remax,True,False,False,False,MAX,REM,False,NNP,True,None,None,None,None,None,None,None,pudding,True,False,False,False,False,NNP,False,B-BRAND
1.0,pudding,False,True,False,False,ing,Pud,False,NNP,remax,False,True,False,False,False,NNP,False,soft,True,False,False,False,False,NNP,False,I-BRAND
1.0,soft,False,True,False,False,oft,Sof,False,NNP,pudding,True,False,False,False,False,NNP,False,case,True,False,False,False,False,NNP,False,B-TYPE
1.0,case,False,True,False,False,ase,Cas,False,NNP,soft,True,False,False,False,False,NNP,False,samsung,True,False,False,False,False,NNP,False,I-TYPE
1.0,samsung,False,True,False,False,ung,Sam,False,NNP,case,True,False,False,False,False,NNP,False,galaxy,True,False,False,False,False,NNP,False,B-BRAND
1.0,galaxy,False,True,False,False,axy,Gal,False,NNP,samsung,True,False,False,False,False,NNP,False,mega,True,False,False,False,False,NNP,False,B-NAME
1.0,mega,False,True,False,False,ega,Meg,False,NNP,galaxy,True,False,False,False,False,NNP,False,5.8,False,False,False,True,False,CD,False,I-NAME
1.0,5.8,False,False,False,True,5.8,5.8,False,CD,mega,True,False,False,False,False,NNP,False,(i9150),False,False,False,True,False,CD,False,I-NAME
1.0,(i9150),False,False,False,True,50),(i9,False,CD,5.8,False,False,False,True,False,CD,False,True,None,None,None,None,None,None,None,I-NAME
1.0,tangga,True,False,False,False,GGA,TAN,False,NNP,True,None,None,None,None,None,None,None,lipat,False,True,False,False,False,NNP,False,B-TYPE
1.0,lipat,True,False,False,False,PAT,LIP,False,NNP,tangga,False,True,False,False,False,NNP,False,alumunium,False,True,False,False,False,NNP,False,I-TYPE
1.0,alumunium,True,False,False,False,IUM,ALU,False,NNP,lipat,False,True,False,False,False,NNP,False,2.5,False,False,False,True,False,CD,False,B-MATERIAL
1.0,2.5,False,False,False,True,2.5,2.5,False,CD,alumunium,False,True,False,False,False,NNP,False,m,True,True,False,False,False,NNP,False,B-DIMENSION
1.0,m,True,True,False,False,M,M,False,NNP,2.5,False,False,False,True,False,CD,False,sankin,False,True,False,False,False,NNP,False,I-DIMENSION
1.0,sankin,True,False,False,False,KIN,SAN,False,NNP,m,True,True,False,False,False,NNP,False,True,None,None,None,None,None,None,None,B-BRAND
1.0,gantungan,False,True,False,False,gan,Gan,False,NN,True,None,None,None,None,None,None,None,sepatu,True,False,False,False,False,CD,False,B-TYPE
1.0,sepatu,False,True,False,False,atu,Sep,False,CD,gantungan,True,False,False,False,False,NN,False,untuk,True,False,False,False,False,SC,False,I-TYPE
1.0,untuk,False,True,False,False,tuk,Unt,False,SC,sepatu,True,False,False,False,False,CD,False,menjemur,False,False,False,False,False,NN,False,O
1.0,menjemur,False,False,False,False,mur,men,False,NN,untuk,True,False,False,False,False,SC,False,atau,False,False,False,False,True,CC,False,O
1.0,atau,False,False,False,False,tau,ata,True,CC,menjemur,False,False,False,False,False,NN,False,menyimpan,True,False,False,False,False,NNP,False,O
1.0,menyimpan,False,True,False,False,pan,Men,False,NNP,atau,False,False,False,False,True,CC,False,koleksi,True,False,False,False,False,NNP,False,O
1.0,koleksi,False,True,False,False,ksi,Kol,False,NNP,menyimpan,True,False,False,False,False,NNP,False,sepatu,True,False,False,False,False,NNP,False,O
1.0,sepatu,False,True,False,False,atu,Sep,False,NNP,koleksi,True,False,False,False,False,NNP,False,anda,True,False,False,False,False,NNP,False,O
1.0,anda,False,True,False,False,nda,And,False,NNP,sepatu,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,O
1.0,fatloss,False,False,False,False,oss,Fat,False,FW,True,None,None,None,None,None,None,None,original,False,True,False,False,False,FW,False,O
1.0,original,True,False,False,False,NAL,ORI,False,FW,fatloss,False,False,False,False,False,FW,False,bikin,False,False,False,False,False,FW,False,O
1.0,bikin,False,False,False,False,kin,bik,False,FW,original,False,True,False,False,False,FW,False,singset,False,True,False,False,False,FW,False,O
1.0,singset,True,False,False,False,SET,SIN,False,FW,bikin,False,False,False,False,False,FW,False,dalam,False,False,False,False,True,IN,False,O
1.0,dalam,False,False,False,False,lam,dal,True,IN,singset,False,True,False,False,False,FW,False,seketika,False,False,False,False,False,NNP,False,O
1.0,seketika,False,False,False,False,ika,sek,False,NNP,dalam,False,False,False,False,True,IN,False,isi,False,True,False,False,False,NNP,False,O
1.0,isi,True,False,False,False,ISI,ISI,False,NNP,seketika,False,False,False,False,False,NNP,False,30,False,False,True,True,False,CD,False,O
1.0,30,False,False,True,True,30,30,False,CD,isi,False,True,False,False,False,NNP,False,capsules,False,False,False,False,False,NN,False,O
1.0,capsules,False,False,False,False,les,cap,False,NN,30,False,False,True,True,False,CD,False,harga,False,True,False,False,False,NNP,False,O
1.0,harga,True,False,False,False,RGA,HAR,False,NNP,capsules,False,False,False,False,False,NN,False,promo,False,True,False,False,False,NNP,False,O
1.0,promo,True,False,False,False,OMO,PRO,False,NNP,harga,False,True,False,False,False,NNP,False,True,None,None,None,None,None,None,None,O
1.0,sleek,False,True,False,False,eek,Sle,False,NNP,True,None,None,None,None,None,None,None,baby,True,False,False,False,False,NNP,False,B-BRAND
1.0,baby,False,True,False,False,aby,Bab,False,NNP,sleek,True,False,False,False,False,NNP,False,nipplepouch,False,False,False,False,False,NNP,False,B-NAME
1.0,nipplepouch,False,False,False,False,uch,Nip,False,NNP,baby,True,False,False,False,False,NNP,False,900ml,False,False,False,True,False,CD,False,I-NAME
1.0,900ml,False,False,False,True,0ml,900,False,CD,nipplepouch,False,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,B-DIMENSION
1.0,pompa,False,True,False,False,mpa,Pom,False,NNP,True,None,None,None,None,None,None,None,aqua,True,False,False,False,False,NNP,False,B-TYPE
1.0,aqua,False,True,False,False,qua,Aqu,False,NNP,pompa,True,False,False,False,False,NNP,False,baterai,True,False,False,False,False,NNP,False,B-BRAND
1.0,baterai,False,True,False,False,rai,Bat,False,NNP,aqua,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,O
1.0,universal,False,True,False,False,sal,Uni,False,NNP,True,None,None,None,None,None,None,None,"7/8""",False,False,False,True,False,NNP,False,O
1.0,"7/8""",False,False,False,True,"/8""",7/8,False,NNP,universal,True,False,False,False,False,NNP,False,motorcycle,True,False,False,False,False,NNP,False,B-DIMENSION
1.0,motorcycle,False,True,False,False,cle,Mot,False,NNP,"7/8""",False,False,False,True,False,NNP,False,quad,True,False,False,False,False,NNP,False,B-TYPE
1.0,quad,False,True,False,False,uad,Qua,False,NNP,motorcycle,True,False,False,False,False,NNP,False,atv,True,False,False,False,False,NNP,False,I-TYPE
1.0,atv,False,True,False,False,Atv,Atv,False,NNP,quad,True,False,False,False,False,NNP,False,engine,True,False,False,False,False,NNP,False,B-TYPE
1.0,engine,False,True,False,False,ine,Eng,False,NNP,atv,True,False,False,False,False,NNP,False,stop,True,False,False,False,False,NNP,False,B-TYPE
1.0,stop,False,True,False,False,top,Sto,False,NNP,engine,True,False,False,False,False,NNP,False,tether,True,False,False,False,False,NNP,False,I-TYPE
1.0,tether,False,True,False,False,her,Tet,False,NNP,stop,True,False,False,False,False,NNP,False,kill,True,False,False,False,False,NNP,False,I-TYPE
1.0,kill,False,True,False,False,ill,Kil,False,NNP,tether,True,False,False,False,False,NNP,False,switch,True,False,False,False,False,NNP,False,B-TYPE
1.0,switch,False,True,False,False,tch,Swi,False,NNP,kill,True,False,False,False,False,NNP,False,push,True,False,False,False,False,NNP,False,I-TYPE
1.0,push,False,True,False,False,ush,Pus,False,NNP,switch,True,False,False,False,False,NNP,False,button,True,False,False,False,False,NNP,False,I-TYPE
1.0,button,False,True,False,False,ton,But,False,NNP,push,True,False,False,False,False,NNP,False,intl,False,False,False,False,False,NNP,False,I-TYPE
1.0,intl,False,False,False,False,ntl,int,False,NNP,button,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,O
1.0,promo,False,True,False,False,omo,Pro,False,NNP,True,None,None,None,None,None,None,None,buy,True,False,False,False,False,NNP,False,O
1.0,buy,False,True,False,False,Buy,Buy,False,NNP,promo,True,False,False,False,False,NNP,False,2,False,False,True,True,False,CD,False,O
1.0,2,False,False,True,True,2,2,False,CD,buy,True,False,False,False,False,NNP,False,get,True,False,False,False,False,NN,False,O
1.0,get,False,True,False,False,Get,Get,False,NN,2,False,False,True,True,False,CD,False,3,False,False,True,True,False,CD,False,O
1.0,3,False,False,True,True,3,3,False,CD,get,True,False,False,False,False,NN,False,pia,True,False,False,False,False,NNP,False,O
1.0,pia,False,True,False,False,Pia,Pia,False,NNP,3,False,False,True,True,False,CD,False,janger,True,False,False,False,False,NNP,False,B-TYPE
1.0,janger,False,True,False,False,ger,Jan,False,NNP,pia,True,False,False,False,False,NNP,False,coklat,True,False,False,False,False,NNP,False,I-TYPE
1.0,coklat,False,True,False,False,lat,Cok,False,NNP,janger,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,O
1.0,terpercaya,True,False,False,False,AYA,TER,False,NN,True,None,None,None,None,None,None,None,rautan,False,False,False,False,False,NN,False,O
1.0,rautan,False,False,False,False,tan,rau,False,NN,terpercaya,False,True,False,False,False,NN,False,kissproof,False,False,False,False,False,FW,False,B-TYPE
1.0,kissproof,False,False,False,False,oof,kis,False,FW,rautan,False,False,False,False,False,NN,False,etude,False,False,False,False,False,FW,False,B-TYPE
1.0,etude,False,False,False,False,ude,etu,False,FW,kissproof,False,False,False,False,False,FW,False,True,None,None,None,None,None,None,None,B-BRAND
1.0,smart,False,True,False,False,art,Sma,False,NNP,True,None,None,None,None,None,None,None,watch,True,False,False,False,False,NNP,False,B-TYPE
1.0,watch,False,True,False,False,tch,Wat,False,NNP,smart,True,False,False,False,False,NNP,False,y1,True,True,False,True,False,NNP,False,I-TYPE
1.0,y1,True,True,False,True,Y1,Y1,False,NNP,watch,True,False,False,False,False,NNP,False,support,True,False,False,False,False,NNP,False,O
1.0,support,False,True,False,False,ort,Sup,False,NNP,y1,True,True,False,True,False,NNP,False,nano,True,False,False,False,False,NNP,False,O
1.0,nano,False,True,False,False,ano,Nan,False,NNP,support,True,False,False,False,False,NNP,False,sim,True,False,False,False,False,NNP,False,O
1.0,sim,False,True,False,False,Sim,Sim,False,NNP,nano,True,False,False,False,False,NNP,False,card,True,False,False,False,False,NNP,False,O
1.0,card,False,True,False,False,ard,Car,False,NNP,sim,True,False,False,False,False,NNP,False,tf,True,False,False,False,False,NNP,False,O
1.0,tf,False,True,False,False,Tf,Tf,False,NNP,card,True,False,False,False,False,NNP,False,card,True,False,False,False,False,NNP,False,O
1.0,card,False,True,False,False,ard,Car,False,NNP,tf,True,False,False,False,False,NNP,False,color,False,False,False,False,False,NNP,False,O
1.0,color,False,False,False,False,lor,col,False,NNP,card,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,O
1.0,0647,False,False,True,True,647,064,False,CD,True,None,None,None,None,None,None,None,romper,True,False,False,False,False,NNP,False,O
1.0,romper,False,True,False,False,per,Rom,False,NNP,0647,False,False,True,True,False,CD,False,short,True,False,False,False,False,NNP,False,B-TYPE
1.0,short,False,True,False,False,ort,Sho,False,NNP,romper,True,False,False,False,False,NNP,False,vest,True,False,False,False,False,NNP,False,I-TYPE
1.0,vest,False,True,False,False,est,Ves,False,NNP,short,True,False,False,False,False,NNP,False,size,True,False,False,False,False,NNP,False,I-TYPE
1.0,size,False,True,False,False,ize,Siz,False,NNP,vest,True,False,False,False,False,NNP,False,6-12,False,False,False,True,False,CD,False,O
1.0,6-12,False,False,False,True,-12,6-1,False,CD,size,True,False,False,False,False,NNP,False,bulan,True,False,False,False,False,NN,False,B-AGE
1.0,bulan,False,True,False,False,lan,Bul,False,NN,6-12,False,False,False,True,False,CD,False,True,None,None,None,None,None,None,None,I-AGE
1.0,lynea,False,True,False,False,nea,Lyn,False,NNP,True,None,None,None,None,None,None,None,rocket,True,False,False,False,False,NNP,False,B-BRAND
1.0,rocket,False,True,False,False,ket,Roc,False,NNP,lynea,True,False,False,False,False,NNP,False,bottle,True,False,False,False,False,NNP,False,B-NAME
1.0,bottle,False,True,False,False,tle,Bot,False,NNP,rocket,True,False,False,False,False,NNP,False,250ml,False,False,False,True,False,NNP,False,I-NAME
1.0,250ml,False,False,False,True,0ml,250,False,NNP,bottle,True,False,False,False,False,NNP,False,pink,True,False,False,False,False,NNP,False,B-DIMENSION
1.0,pink,False,True,False,False,ink,Pin,False,NNP,250ml,False,False,False,True,False,NNP,False,True,None,None,None,None,None,None,None,B-COLOR
1.0,league,True,False,False,False,GUE,LEA,False,NNP,True,None,None,None,None,None,None,None,101203775,False,False,True,True,False,CD,False,B-BRAND
1.0,101203775,False,False,True,True,775,101,False,CD,league,False,True,False,False,False,NNP,False,taka,True,False,False,False,False,NNP,False,O
1.0,taka,False,True,False,False,aka,Tak,False,NNP,101203775,False,False,True,True,False,CD,False,True,None,None,None,None,None,None,None,B-NAME
1.0,orina,False,True,False,False,ina,Ori,False,NNP,True,None,None,None,None,None,None,None,sprei,True,False,False,False,False,NNP,False,B-BRAND
1.0,sprei,False,True,False,False,rei,Spr,False,NNP,orina,True,False,False,False,False,NNP,False,motif,True,False,False,False,False,NNP,False,B-TYPE
1.0,motif,False,True,False,False,tif,Mot,False,NNP,sprei,True,False,False,False,False,NNP,False,arcana,True,False,False,False,False,NNP,False,O
1.0,arcana,False,True,False,False,ana,Arc,False,NNP,motif,True,False,False,False,False,NNP,False,king,True,False,False,False,False,NNP,False,O
1.0,king,False,True,False,False,ing,Kin,False,NNP,arcana,True,False,False,False,False,NNP,False,size,True,False,False,False,False,NNP,False,B-SIZE
1.0,size,False,True,False,False,ize,Siz,False,NNP,king,True,False,False,False,False,NNP,False,180x200x20cm,False,False,False,True,False,CD,False,I-SIZE
1.0,180x200x20cm,False,False,False,True,0cm,180,False,CD,size,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,B-DIMENSION
1.0,samsung,True,False,False,False,UNG,SAM,False,NNP,True,None,None,None,None,None,None,None,galaxy,False,True,False,False,False,NNP,False,B-BRAND
1.0,galaxy,True,False,False,False,AXY,GAL,False,NNP,samsung,False,True,False,False,False,NNP,False,tab4,False,True,False,True,False,NNP,False,B-NAME
1.0,tab4,True,False,False,True,AB4,TAB,False,NNP,galaxy,False,True,False,False,False,NNP,False,"8.0""",False,False,False,True,False,NNP,False,I-NAME
1.0,"8.0""",False,False,False,True,".0""",8.0,False,NNP,tab4,False,True,False,True,False,NNP,False,t331,True,True,False,True,False,NNP,False,B-DIMENSION
1.0,t331,True,True,False,True,331,T33,False,NNP,"8.0""",False,False,False,True,False,NNP,False,True,None,None,None,None,None,None,None,O
1.0,wellcomm,False,True,False,False,omm,Wel,False,NNP,True,None,None,None,None,None,None,None,charger,True,False,False,False,False,NNP,False,B-BRAND
1.0,charger,False,True,False,False,ger,Cha,False,NNP,wellcomm,True,False,False,False,False,NNP,False,mobil,True,False,False,False,False,NNP,False,B-TYPE
1.0,mobil,False,True,False,False,bil,Mob,False,NNP,charger,True,False,False,False,False,NNP,False,2,False,False,True,True,False,CD,False,I-TYPE
1.0,2,False,False,True,True,2,2,False,CD,mobil,True,False,False,False,False,NNP,False,konektor,False,False,False,False,False,NN,False,O
1.0,konektor,False,False,False,False,tor,kon,False,NN,2,False,False,True,True,False,CD,False,"2,1a",True,True,False,True,False,CD,False,O
1.0,"2,1a",True,True,False,True,",1A","2,1",False,CD,konektor,False,False,False,False,False,NN,False,output,True,False,False,False,False,NNP,False,O
1.0,output,False,True,False,False,put,Out,False,NNP,"2,1a",True,True,False,True,False,CD,False,hitam,True,False,False,False,False,NNP,False,O
1.0,hitam,False,True,False,False,tam,Hit,False,NNP,output,True,False,False,False,False,NNP,False,True,None,None,None,None,None,None,None,B-COLOR
