,Word_row,Word,POS,Label
8163,1072,(omp1011),FW,O
8164,1072,Jigsaw,FW,B-TYPE
8165,1072,Jigsaw,FW,O
8166,1072,Klimt,FW,B-TYPE
8167,1072,paintings,FW,O
8168,1072,framed,FW,O
8169,1072,1000,FW,O
8170,1072,pieces,FW,O
8171,1073,Silica,NNP,B-TYPE
8172,1073,Gel,NNP,I-TYPE
8173,1073,Biru,NNP,B-COLOR
8174,1073,50,CD,B-MASS
8175,1073,Gram,NN,I-MASS
8176,1073,10,CD,O
8177,1073,Pcs,NNP,O
8178,1074,Bantal,NNP,B-TYPE
8179,1074,Mobil,NNP,I-TYPE
8180,1074,Karakter,NNP,B-THEME
8181,1074,LINE,NNP,I-THEME
8182,1074,Car,NNP,B-TYPE
8183,1074,Seat,NNP,I-TYPE
8184,1074,5,CD,O
8185,1074,in,NN,O
8186,1074,1,CD,O
8187,1075,Mini,NNP,B-TYPE
8188,1075,Rice,NNP,I-TYPE
8189,1075,Cooker,NNP,I-TYPE
8190,1075,2,CD,O
8191,1075,Susun,NNP,O
8192,1076,Payung,NNP,B-TYPE
8193,1076,Payung,NNP,B-TYPE
8194,1076,Lipat,NNP,I-TYPE
8195,1076,Payung,NNP,B-TYPE
8196,1076,Lucu,NNP,I-TYPE
8197,1077,Marlee,NNP,B-BRAND
8198,1077,Flatbed,NNP,B-TYPE
8199,1077,Flip,NNP,I-TYPE
8200,1077,Sandal,NNP,I-TYPE
8201,1077,IB-11,NNP,B-NAME
8202,1077,Hitam,NNP,B-COLOR
8203,1078,[,Z,O
8204,1078,Lingerie,NNP,B-TYPE
8205,1078,],Z,O
8206,1078,Magnificent,NNP,O
8207,1078,Black,NNP,B-COLOR
8208,1078,Lingerie,NNP,B-TYPE
8209,1078,Satin,NNP,B-MATERIAL
8210,1078,Lace,NNP,B-TYPE
8211,1078,Dress,NNP,I-TYPE
8212,1079,Smart,NNP,B-TYPE
8213,1079,Cover,NNP,I-TYPE
8214,1079,PU,NNP,B-MATERIAL
8215,1079,Leather,NNP,I-MATERIAL
8216,1079,Case,NNP,B-TYPE
8217,1079,Samsung,NNP,B-BRAND
8218,1079,Galaxy,NNP,B-NAME
8219,1079,Tab,NNP,I-NAME
8220,1079,8.4,NNP,I-NAME
8221,1079,T700,NNP,I-NAME
8222,1079,T705,NNP,I-NAME
8223,1079,Cover,NNP,O
8224,1079,[FREE,NNP,O
8225,1079,1,NNP,O
8226,1079,ANTI,NNP,O
8227,1079,GLARE],NNP,O
8228,1080,lampu,JJ,B-TYPE
8229,1080,stage,FW,I-TYPE
8230,1080,u.f.o,FW,B-SHAPE
8231,1081,Sealer,NNP,B-TYPE
8232,1081,Hand,NNP,I-TYPE
8233,1081,Portable,NNP,B-TYPE
8234,1081,Sealer,NNP,I-TYPE
8235,1081,Perekat,NNP,B-TYPE
8236,1081,Plastik,NNP,I-TYPE
8237,1081,Makanan,NNP,I-TYPE
8238,1082,Winky,NNP,B-BRAND
8239,1082,Cream,NNP,B-COLOR
8240,1083,[,Z,O
8241,1083,Blazer,NNP,B-TYPE
8242,1083,],Z,O
8243,1083,Zara,NNP,B-BRAND
8244,1083,Button,NNP,B-TYPE
8245,1083,Coco,NNP,I-TYPE
8246,1083,neck,NNP,I-TYPE
8247,1084,Apple,NNP,B-BRAND
8248,1084,USB,NNP,B-TYPE
8249,1084,Data,NNP,I-TYPE
8250,1084,Charging,FW,I-TYPE
8251,1084,Lightning,FW,I-TYPE
8252,1084,Cable,FW,I-TYPE
8253,1084,iPhone,FW,B-NAME
8254,1084,5,CD,I-NAME
8255,1084,5S,CD,I-NAME
8256,1084,iPad,NN,B-NAME
8257,1084,5,CD,I-NAME
8258,1084,Mini,NNP,I-NAME
8259,1085,Dancow,NNP,B-BRAND
8260,1085,FortiGro,NNP,B-NAME
8261,1085,Cokelat,NNP,O
8262,1085,800,CD,B-COLOR
8263,1085,gr,FW,I-MASS
8264,1085,bundle,FW,B-TYPE
8265,1085,isi,NN,O
8266,1085,2,CD,O
8267,1085,Box,NNP,O
8268,1085,Free,NNP,O
8269,1085,Paket,NNP,O
8270,1085,Buku,NNP,O
8271,1085,Augmented,NNP,O
8272,1085,Reality,NNP,O
8273,1085,dan,CC,O
8274,1085,3D,CD,O
8275,1085,Puzzle,NNP,O
8276,1085,Dunia,NNP,B-TYPE
8277,1085,Siap,NNP,O
8278,1085,Sekolah,NNP,O
8279,1086,SENAI,NNP,B-TYPE
8280,1086,PIPA,NNP,I-TYPE
8281,1086,MANUAL,NNP,I-TYPE
8282,1086,1-2,CD,B-SIZE
8283,1086,2,CD,I-SIZE
8284,1086,XPTOOL,NNP,B-BRAND
8285,1086,SENAI,NNP,B-TYPE
8286,1086,PIPA,NNP,I-TYPE
8287,1086,MANUAL,NNP,I-TYPE
8288,1086,SENAI,NNP,B-TYPE
8289,1086,PIPA,NNP,I-TYPE
8290,1087,Tempered,NNP,B-TYPE
8291,1087,Glass,NNP,I-TYPE
8292,1087,K-BOX,NNP,B-BRAND
8293,1087,all,FW,O
8294,1087,type,FW,O
8295,1087,SAMSUNG,FW,B-BRAND
8296,1087,part,FW,O
8297,1087,2,FW,O
8298,1087,|type,FW,O
8299,1087,Core,FW,B-NAME
8300,1087,1-2,CD,I-NAME
8301,1087,",",Z,O
8302,1087,A3,NNP,B-NAME
8303,1087,",",Z,O
8304,1087,A5,CD,B-NAME
8305,1087,",",Z,O
8306,1087,StarPro,NNP,B-NAME
8307,1087,",",Z,O
8308,1087,Mega,NNP,B-NAME
8309,1087,",",Z,O
8310,1087,Ace3,NNP,B-NAME
8311,1088,SGM,NNP,B-NAME
8312,1088,Progress,NNP,I-NAME
8313,1088,Madu,NNP,O
8314,1088,900gr,CD,B-MASS
8315,1089,soflen,NN,B-TYPE
8316,1090,BenQ,NNP,B-BRAND
8317,1090,GW2455H,NNP,B-NAME
8318,1090,Flicker,NNP,I-NAME
8319,1090,Free,NNP,I-NAME
8320,1090,Eye-Care,NNP,I-NAME
8321,1090,LED,NNP,B-TYPE
8322,1090,Monitor,NNP,I-TYPE
8323,1091,Jam,NNP,B-TYPE
8324,1091,LED,NNP,I-TYPE
8325,1091,2015,CD,O
8326,1091,Fashion,NND,B-THEME
8327,1091,olahraga,NN,B-THEME
8328,1091,jam,NN,B-TYPE
8329,1091,Digital,NNP,I-TYPE
8330,1091,silikon,NNP,B-MATERIAL
8331,1091,lari,VB,B-THEME
8332,1091,jam,NN,B-TYPE
8333,1091,gelang,NN,I-TYPE
8334,1092,untuk,SC,O
8335,1092,wanita,NN,B-GENDER
8336,1092,pria,NN,B-TYPE
8337,1092,anak,NN,B-AGE
8338,1092,jam,NN,B-TYPE
8339,1092,tangan,NN,I-TYPE
8340,1092,blaus,NN,B-NAME
8341,1092,Feminino,NNP,I-NAME
8342,1092,coklat,NNP,B-COLOR
8343,1093,Stiker,NNP,B-TYPE
8344,1093,Cangkir,NNP,O
8345,1093,Free,NNP,O
8346,1093,Wifi,NNP,O
8347,1093,Wall,NNP,B-TYPE
8348,1093,Sticker,NNP,I-TYPE
8349,1093,Dinding,NNP,O
8350,1093,Kaca,NNP,O
8351,1093,Kafe,NNP,B-TYPE
8352,1094,DISPENSER,NNP,B-TYPE
8353,1094,ODOL,NNP,I-TYPE
8354,1094,Toothpaste,NNP,B-TYPE
8355,1094,Dispenser,NNP,I-TYPE
8356,1094,Brush,NNP,I-TYPE
8357,1094,Set,NNP,I-TYPE
8358,1094,WHITE,NNP,B-COLOR
8359,1094,Pasta,NNP,B-TYPE
8360,1094,Gigi,NNP,I-TYPE
8361,1094,Dan,NNP,I-TYPE
8362,1094,Tempat,NNP,I-TYPE
8363,1094,Sikat,NNP,I-TYPE
8364,1094,Gigi,NNP,I-TYPE
8365,1094,dispencer,FW,I-TYPE
8366,1095,Beau,NNP,B-BRAND
8367,1095,Car,NNP,B-TYPE
8368,1095,Organizer,NNP,I-TYPE
8369,1095,Central,NNP,O
8370,1095,Armrest,NNP,O
8371,1095,Box,NNP,B-TYPE
8372,1095,Container,NNP,I-TYPE
8373,1095,Tray,NNP,B-TYPE
8374,1095,Accessory,NNP,I-TYPE
8375,1096,Upgrade,NNP,O
8376,1096,For,NNP,O
8377,1096,Camry,NNP,B-BRAND
8378,1096,intl,NNP,O
8379,1097,Musterring,NNP,B-BRAND
8380,1097,Spring,NNP,B-TYPE
8381,1097,Bed,NNP,I-TYPE
8382,1097,Standford,NNP,B-BRAND
8383,1097,Pillow,NNP,B-TYPE
8384,1097,Top-Hanya,NNP,O
8385,1097,Kasur,NNP,B-TYPE
8386,1097,Tanpa,NNP,I-TYPE
8387,1097,divan,NNP,I-TYPE
8388,1098,dan,CC,O
8389,1098,Sandaran,NNP,B-TYPE
8390,1098,Warna,NNP,O
8391,1098,Putih,NNP,B-COLOR
8392,1098,100X200,CD,B-SIZE
8393,1099,Tokomuda,NNP,O
8394,1099,Composite,NNP,B-TYPE
8395,1099,Clothes,NNP,I-TYPE
8396,1099,Hanger,NNP,B-TYPE
8397,1099,Jemuran,NNP,I-TYPE
8398,1099,Baju,NNP,I-TYPE
8399,1099,Dan,NNP,I-TYPE
8400,1099,Handuk,NNP,I-TYPE
8401,1100,Stainless,NNP,B-MATERIAL
8402,1100,Steel,NNP,I-MATERIAL
8403,1100,Abuabu,NNP,B-COLOR
8404,1101,Dijual,NNP,O
8405,1101,MORGEN,NNP,B-BRAND
8406,1101,MGO,NNP,B-NAME
8407,1101,3803D,CD,I-NAME
8408,1101,Mesin,NNP,B-TYPE
8409,1101,Absen,NNP,I-TYPE
8410,1101,Absensi,NNP,B-TYPE
8411,1101,Sidik,NNP,I-TYPE
8412,1101,Jari,NNP,I-TYPE
8413,1101,Fingerprint,NNP,B-TYPE
8414,1101,Diskon,NNP,O
8415,1101,20170821,CD,O
8416,1102,Lenovo,NNP,B-BRAND
8417,1102,A516,NNP,B-NAME
8418,1102,White,NNP,B-COLOR
8419,1102,Dual,NNP,O
8420,1102,Core,NNP,O
8421,1103,Baby,NNP,B-TYPE
8422,1103,Stroller,NNP,I-TYPE
8423,1103,Cover,NNP,O
8424,1103,Infant,NNP,B-TYPE
8425,1103,Car,NNP,I-TYPE
8426,1103,Seat,NNP,I-TYPE
8427,1103,Sun,NNP,B-TYPE
8428,1103,Shade,NNP,I-TYPE
8429,1103,Buggy,NNP,I-TYPE
8430,1103,Hood,NNP,I-TYPE
8431,1103,Sun,NNP,B-TYPE
8432,1103,Blocking,NNP,I-TYPE
8433,1103,Canopy,NNP,I-TYPE
8434,1103,-,NNP,O
8435,1103,Black,NNP,B-COLOR
8436,1103,intl,NNP,O
8437,1104,KACA,NNP,B-TYPE
8438,1104,MATA,NNP,I-TYPE
8439,1104,OLAHRAGA,NNP,I-TYPE
8440,1104,RIVBOS,NNP,B-BRAND
8441,1104,TREX,NNP,I-BRAND
8442,1104,SPORTS,NNP,B-TYPE
8443,1104,POLARIZED,NNP,I-TYPE
8444,1104,SUNGLASSES,NNP,I-TYPE
8445,1104,UNTUK,NNP,O
8446,1104,SPORTS,NNP,O
8447,1104,5,CD,B-TYPE
8448,1104,LENS,NNP,O
8449,1105,Jual,NNP,O
8450,1105,Parker,NNP,B-BRAND
8451,1105,IM,NNP,B-NAME
8452,1105,LQ,NNP,I-NAME
8453,1105,Black,NNP,B-COLOR
8454,1105,GT,NNP,B-NAME
8455,1105,BP,NNP,I-NAME
8456,1105,Berkualitas,NNP,O
8457,1105,20170821,CD,O
8458,1106,SidoMuncul,NNP,B-BRAND
8459,1106,Jahe,NNP,B-NAME
8460,1106,Wangi,NNP,I-NAME
8461,1106,Doos,NNP,O
8462,1106,12,CD,O
8463,1106,Box,NNP,O
8464,1107,Universal,FW,B-TYPE
8465,1107,clip,FW,I-TYPE
8466,1107,lens,FW,I-TYPE
8467,1107,fish,FW,I-TYPE
8468,1107,eye,FW,I-TYPE
8469,1107,3in1,CD,I-TYPE
8470,1108,Spirulina,NNP,B-TYPE
8471,1108,Capsule,NNP,I-TYPE
8472,1108,Masker,NNP,B-TYPE
8473,1108,Spirulina,NNP,I-TYPE
8474,1108,Masker,NNP,B-TYPE
8475,1108,Wajah,NNP,I-TYPE
8476,1108,Masker,NNP,B-TYPE
8477,1108,Herbal,NNP,I-TYPE
8478,1108,10,CD,O
8479,1108,Kapsul,NNP,O
8480,1109,Apple,NNP,B-BRAND
8481,1109,IPhone,NNP,B-NAME
8482,1109,4S,CD,I-NAME
8483,1109,16GB,CD,B-CAPACITY
8484,1109,RAM,NN,O
8485,1109,2GB,CD,B-RAM
8486,1110,Rock,NNP,B-TYPE
8487,1110,Roll,NNP,I-TYPE
8488,1110,Junction,NNP,I-TYPE
8489,1110,BOX,NNP,I-TYPE
8490,1110,For,NNP,I-TYPE
8491,1110,Cable,NNP,I-TYPE
8492,1110,Penggulung,NNP,B-TYPE
8493,1110,kabel,NNP,I-TYPE
8494,1110,",",Z,O
8495,1110,biar,CD,O
8496,1110,ga,NN,O
8497,1110,ribet),NNP,O
8498,1111,Advan,NNP,B-BRAND
8499,1111,JR-108,NNP,B-NAME
8500,1111,Plus,NNP,I-NAME
8501,1111,Modem,NNP,B-TYPE
8502,1111,MIFI,NNP,I-TYPE
8503,1111,4G,CD,O
8504,1111,LTE,NNP,O
8505,1111,With,NNP,O
8506,1111,Li-Ion,NNP,O
8507,1111,Battery,NNP,O
8508,1111,Putih,NNP,B-COLOR
8509,1112,Samsung,NNP,B-BRAND
8510,1112,Galaxy,NNP,B-NAME
8511,1112,Note,NNP,I-NAME
8512,1112,4,CD,I-NAME
8513,1112,N910H,CD,I-NAME
8514,1112,32GB,CD,B-CAPACITY
8515,1113,[,Z,O
8516,1113,Moorlife,NNP,B-BRAND
8517,1113,],Z,O
8518,1113,Kiddy,NNP,B-TYPE
8519,1113,Tumbler,NNP,I-TYPE
8520,1113,DOREMEE,NNP,B-NAME
8521,1113,FUNIMAL,NNP,B-NAME
8522,1113,MY,NNP,B-NAME
8523,1113,DREAM,NNP,I-NAME
8524,1113,PROFESSIONAL,NNP,I-NAME
8525,1113,280,CD,B-DIMENSION
8526,1113,mL,FW,I-DIMENSION
8527,1113,Set,FW,O
8528,1113,of,FW,O
8529,1113,4,CD,O
8530,1113,pcs,NN,O
8531,1114,Kunirin,NN,B-NAME
8532,1114,100,CD,I-NAME
8533,1114,Kapsul,NNP,I-NAME
8534,1114,||,NNP,O
8535,1114,Memelihara,NNP,O
8536,1114,Fungsi,NNP,O
8537,1114,Pencernaan,NNP,O
8538,1114,Dari,NNP,O
8539,1114,Ekstrak,NNP,O
8540,1114,Kunir,NNP,O
8541,1115,SKMEI,NNP,B-BRAND
8542,1115,Casual,NNP,O
8543,1115,Men,NNP,B-GENDER
8544,1115,Leather,NNP,B-TYPE
8545,1115,Strap,NNP,I-TYPE
8546,1115,Watch,NNP,I-TYPE
8547,1115,Water,NNP,O
8548,1115,Resistant,NNP,O
8549,1115,30m,CD,O
8550,1115,9103CL,CD,B-NAME
8551,1116,Whiskas,NNP,B-BRAND
8552,1116,Pouch,NNP,B-NAME
8553,1116,Mackerel,NNP,O
8554,1116,85gr,CD,B-MASS
8555,1116,12,CD,O
8556,1116,Pcs,NNP,O
8557,1117,Pistol,NNP,B-TYPE
8558,1117,Mainan,NNP,I-TYPE
8559,1117,Baretta,NNP,B-BRAND
8560,1118,Risurfingstore,NNP,B-BRAND
8561,1118,Mesin,NNP,B-TYPE
8562,1118,Jahit,NNP,I-TYPE
8563,1118,Genggam,NNP,I-TYPE
8564,1118,Mini,NNP,I-TYPE
8565,1118,Portabel,NNP,I-TYPE
8566,1119,Case,NNP,O
8567,1119,for,NNP,O
8568,1119,Sony,NNP,B-BRAND
8569,1119,Xperia,NNP,B-NAME
8570,1119,M4,NNP,I-NAME
8571,1119,Aqua,NNP,I-NAME
8572,1119,Aluminium,NNP,B-BRAND
8573,1119,Bumper,NNP,B-TYPE
8574,1119,With,NNP,I-TYPE
8575,1119,Mirror,NNP,I-TYPE
8576,1119,Backdoor,NNP,I-TYPE
8577,1119,Slide,NNP,I-TYPE
8578,1119,Rose,NNP,B-COLOR
8579,1119,Gold,NNP,I-COLOR
8580,1119,Free,NNP,O
8581,1119,Ultrathin,NNP,O
8582,1120,Mini,PR,B-TYPE
8583,1120,3D,CD,I-TYPE
8584,1120,Projector,NNP,I-TYPE
8585,1120,DLP,NNP,B-BRAND
8586,1120,-,Z,O
8587,1120,900W,CD,O
8588,1121,termos,NN,B-TYPE
8589,1121,1liter,CD,B-CAPACITY
8590,1122,Ume,NNP,B-BRAND
8591,1122,Ultra,NNP,B-NAME
8592,1122,Fit,NNP,I-NAME
8593,1122,Air,NNP,I-NAME
8594,1122,Silicon,NNP,B-MATERIAL
8595,1122,Soft,NNP,B-TYPE
8596,1122,Case,NNP,I-TYPE
8597,1122,iPhone,NNP,B-NAME
8598,1122,6,NNP,I-NAME
8599,1122,Plus,NNP,I-NAME
8600,1123,Helm,NNP,B-TYPE
8601,1123,TDR,NNP,B-BRAND
8602,1123,SAVVY,NNP,I-BRAND
8603,1123,Black,NNP,B-COLOR
8604,1123,Half,NNP,O
8605,1123,Face,NNP,O
8606,1123,Double,NNP,O
8607,1123,Visor,NNP,O
8608,1124,New,NNP,O
8609,1124,Generation,NNP,O
8610,1124,Mega,NNP,B-BRAND
8611,1124,6,NNP,I-BRAND
8612,1124,Far,NNP,O
8613,1124,Infrared,NNP,O
8614,1124,Hydrogen,NNP,B-TYPE
8615,1124,Water,NNP,I-TYPE
8616,1124,Size,NNP,B-SIZE
8617,1124,L,NNP,I-SIZE
8618,1124,600ml,NNP,B-DIMENSION
8619,1124,Botol,NNP,B-TYPE
8620,1124,Terapi,NNP,I-TYPE
8621,1124,Diabetes,NNP,I-TYPE
8622,1125,STOK,NNP,O
8623,1125,TERAKHIR,NNP,O
8624,1125,Spicy,NNP,O
8625,1125,Chicken,NNP,B-TYPE
8626,1126,Pensil,NNP,B-TYPE
8627,1126,Alis,NNP,I-TYPE
8628,1126,Etude,NNP,B-NAME
8629,1126,Eyebrow,NNP,B-BRAND
8630,1126,Pensil,NNP,O
8631,1126,Brush,NNP,B-TYPE
8632,1126,alis,NNP,B-TYPE
8633,1127,WUPP,NNP,B-BRAND
8634,1127,Cigarette,NNP,B-TYPE
8635,1127,Plug,NNP,I-TYPE
8636,1127,Motor,NNP,I-TYPE
8637,1127,Waterproof,NNP,I-TYPE
8638,1127,dengan,IN,O
8639,1127,12V,CD,B-CAPACITY
8640,1127,USB,NNP,O
8641,1127,Black,NNP,B-COLOR
8642,1128,Anekaimportdotcom,NNP,B-BRAND
8643,1128,Matras,NNP,B-TYPE
8644,1128,Yoga,NNP,I-TYPE
8645,1128,",",Z,O
8646,1128,Yoga,NNP,B-TYPE
8647,1128,Mat,NNP,I-TYPE
8648,1128,",",Z,O
8649,1128,Matras,NNP,B-TYPE
8650,1128,Yoga,NNP,I-TYPE
8651,1128,Murah,NNP,I-TYPE
8652,1128,(Gratis,NNP,I-TYPE
8653,1129,Tas,NNP,O
8654,1129,Ungu,NNP,B-COLOR
8655,1130,POWERBANK,NNP,B-TYPE
8656,1130,KEKT,NNP,B-BRAND
8657,1130,CERMIN,NNP,O
8658,1130,10400MAH,CD,B-CAPACITY
8659,1131,TEE,NNP,B-TYPE
8660,1131,KAOS,NNP,B-TYPE
8661,1131,ANAK,NNP,I-TYPE
8662,1131,KAOS,NNP,B-TYPE
8663,1131,KARAKTER,NNP,I-TYPE
8664,1131,1-6T,CD,B-AGE
8665,1132,Sprei,NNP,B-TYPE
8666,1132,Lady,NNP,B-BRAND
8667,1132,Rose,NNP,I-BRAND
8668,1132,180,CD,B-COLOR
8669,1132,Motif,NNP,O
8670,1132,Gisela,NNP,O
8671,1133,PHILIPS,NNP,B-BRAND
8672,1133,LED,NNP,B-TYPE
8673,1133,TV,NNP,I-TYPE
8674,1133,43,NNP,B-DIMENSION
8675,1133,Inch,NNP,I-DIMENSION
8676,1133,43PFT5250,CD,O
8677,1134,Promo,NNP,O
8678,1134,Baby,NNP,B-TYPE
8679,1134,Safe,NNP,I-TYPE
8680,1134,Food,NNP,I-TYPE
8681,1134,Maker,NNP,I-TYPE
8682,1134,Berkualitas,NNP,O
8683,1134,20170821,CD,O
8684,1135,[CLEARANCE,NN,O
8685,1135,SALE],NNP,O
8686,1135,Blouse,NNP,B-TYPE
8687,1135,Wanita,NNP,B-GENDER
8688,1136,Dijual,NNP,O
8689,1136,ORICO,NNP,B-BRAND
8690,1136,6629S3,NNP,B-NAME
8691,1136,Dual,NNP,O
8692,1136,Bay,NNP,O
8693,1136,SATA3,NNP,O
8694,1136,0,CD,O
8695,1136,to,NN,O
8696,1136,USB3,CD,O
8697,1136,0,CD,O
8698,1136,Docking,NNP,B-TYPE
8699,1136,Station,NNP,I-TYPE
8700,1136,Promo,NNP,O
8701,1136,20170821,CD,O
8702,1137,Dijual,NNP,O
8703,1137,jual,VB,O
8704,1137,V04,NNP,B-NAME
8705,1137,Black,NNP,B-COLOR
8706,1137,Vention,NNP,B-BRAND
8707,1137,HDMI,NNP,B-TYPE
8708,1137,Male,NNP,I-TYPE
8709,1137,to,NNP,I-TYPE
8710,1137,VGA,NNP,I-TYPE
8711,1137,Female,NNP,I-TYPE
8712,1137,Adapter,NNP,I-TYPE
8713,1137,Converter,NNP,I-TYPE
8714,1137,Berkualitas,NNP,O
8715,1138,Seiko,NNP,B-BRAND
8716,1138,SNKN51K1,NNP,B-NAME
8717,1138,Jam,NNP,B-TYPE
8718,1138,Tangan,NNP,I-TYPE
8719,1138,Pria,NNP,B-GENDER
8720,1138,OTOMATIS,NNP,O
8721,1138,Tali,NNP,O
8722,1138,Logam,NNP,B-MATERIAL
8723,1138,White,NNP,B-COLOR
8724,1139,Silver,NNP,B-COLOR
8725,1140,Swiss,NNP,B-BRAND
8726,1140,Army,NNP,I-BRAND
8727,1140,Couple,NNP,B-NAME
8728,1140,SA,NNP,I-NAME
8729,1140,5195,CD,I-NAME
8730,1140,Couple,NNP,I-NAME
8731,1140,FB,NNP,I-NAME
8732,1140,RD,NNP,I-NAME
8733,1140,Jam,NNP,B-TYPE
8734,1140,Tangan,NNP,I-TYPE
8735,1140,Couple,NNP,I-TYPE
8736,1141,[NEW,NN,O
8737,1141,ARRIVAL,NNP,O
8738,1141,IN,NNP,O
8739,1141,CLIQUE-FASHION!],NNP,O
8740,1141,BASEBALL,NNP,B-TYPE
8741,1141,SWEATER,NNP,I-TYPE
8742,1141,NY83,NNP,B-THEME
8743,1142,Acer,NNP,B-BRAND
8744,1142,Predator,NNP,B-NAME
8745,1142,17,CD,I-NAME
8746,1142,G9-791-7552,NNP,I-NAME
8747,1142,Intel,NNP,B-PROCESSOR
8748,1142,Core,NNP,I-PROCESSOR
8749,1142,i7-6700HQ,NNP,I-PROCESSOR
8750,1142,Nvidia,NNP,O
8751,1142,Geforce,NNP,O
8752,1143,GTX,NNP,O
8753,1143,970M,CD,O
8754,1143,16GB,CD,B-RAM
8755,1143,RAM,NN,I-RAM
8756,1143,1TB,CD,O
8757,1143,HDD,NNP,O
8758,1143,"TYPE=""DIMENSION"">17.3</ENAMEX>""/",NNP,O
8759,1143,Win10,NNP,B-OS
8760,1143,"""",Z,O
8761,1144,Ncore,NNP,B-BRAND
8762,1144,Faith,NNP,B-NAME
8763,1144,Hope,NNP,I-NAME
8764,1144,Love,NNP,I-NAME
8765,1144,Women,NNP,B-BRAND
8766,1144,Tshirt,NNP,B-TYPE
8767,1144,bahan,NN,O
8768,1144,katun,CC,B-MATERIAL
8769,1145,Jual,NNP,O
8770,1145,KEYBOARD,NNP,B-TYPE
8771,1145,Laptop,NNP,O
8772,1145,ACER,NNP,B-BRAND
8773,1145,4736,CD,O
8774,1145,4739,CD,O
8775,1145,4741,CD,O
8776,1145,4738,CD,O
8777,1145,3810T,CD,O
8778,1145,4810T,CD,O
8779,1145,4349,CD,O
8780,1145,4253,CD,O
8781,1145,4535,CD,O
8782,1145,Murah,NN,O
8783,1145,20170821,CD,O
8784,1146,PAPAN,NNP,B-TYPE
8785,1146,TULIS,NNP,I-TYPE
8786,1146,3IN1,CD,O
8787,1146,(papan,NN,O
8788,1146,tulis,VB,O
8789,1146,putih,VB,B-COLOR
8790,1146,+papan,NN,O
8791,1146,tulis,VB,O
8792,1146,Hitam,NNP,B-COLOR
8793,1146,+magnetic),NNP,O
8794,1146,MO-3166,NNP,O
8795,1147,Sanwood,NNP,B-BRAND
8796,1147,Laki-Laki,NNP,B-GENDER
8797,1147,Emas,NNP,B-MATERIAL
8798,1147,Berlapis,NNP,I-MATERIAL
8799,1147,Kristal,NNP,I-MATERIAL
8800,1147,Campuran,NNP,I-MATERIAL
8801,1147,Jam,NNP,B-TYPE
8802,1147,Tangan,NNP,I-TYPE
8803,1148,Speaker,NNP,B-TYPE
8804,1148,Simbadda,NNP,B-BRAND
8805,1148,CST,NNP,B-NAME
8806,1148,1500,NNP,I-NAME
8807,1148,N,NNP,I-NAME
8808,1148,F.Disk,NNP,B-TYPE
8809,1148,MMC,NNP,I-TYPE
8810,1148,Port,NNP,I-TYPE
8811,1149,[,Z,O
8812,1149,D-R,NNP,B-BRAND
8813,1149,Original],NNP,O
8814,1149,Pinset,NNP,B-TYPE
8815,1149,Gold,NNP,B-COLOR
8816,1149,JM05,NNP,O
8817,1149,Ideal,NNP,O
8818,1149,D-R,NNP,B-BRAND
8819,1149,Original,NNP,O
8820,1150,Jam,NNP,B-TYPE
8821,1150,Tangan,NNP,I-TYPE
8822,1150,Lasebo,NNP,B-BRAND
8823,1150,8023,NNP,B-NAME
8824,1150,Rose,NNP,O
8825,1150,Gold,NNP,O
8826,1150,RoseGold,NNP,B-COLOR
8827,1150,RG,NNP,O
8828,1150,Original,NNP,O
8829,1151,DUNAHL,NNP,B-BRAND
8830,1151,POMADE,NNP,B-TYPE
8831,1151,AQUA,NNP,B-NAME
8832,1151,HEAVY,NNP,O
8833,1151,HOLD,NNP,O
8834,1151,1.4OZ,NNP,B-DIMENSION
8835,1151,WATERBASED,NNP,O
8836,1151,FREE,NNP,O
8837,1151,SISIR,NNP,B-TYPE
8838,1152,Teether,NNP,B-TYPE
8839,1152,Ange,NNP,B-BRAND
8840,1152,Giraffe,NNP,B-THEME
8841,1152,|,NNP,O
8842,1152,Baby,NNP,B-TYPE
8843,1152,Teether,NNP,I-TYPE
8844,1152,Mainan,NNP,B-TYPE
8845,1152,Bayi,NNP,B-AGE
8846,1152,Mainan,NNP,B-TYPE
8847,1152,Baby,NNP,B-AGE
8848,1152,Gigitan,NNP,B-TYPE
8849,1152,Bayi,NNP,B-AGE
8850,1152,Gigitan,NNP,B-TYPE
8851,1152,Baby,NNP,B-AGE
8852,1152,Mainan,NNP,B-TYPE
8853,1152,Gigitan,NNP,I-TYPE
8854,1152,Teether,NNP,B-TYPE
8855,1153,ZIPPO,FW,B-BRAND
8856,1153,SILVER,FW,B-NAME
8857,1153,SERI,NNP,I-NAME
8858,1153,CLASSIC,NNP,I-NAME
8859,1153,SUARA,NNP,O
8860,1153,CLING,NNP,O
8861,1153,2,CD,O
8862,1153,KALI,NNP,O
8863,1154,GAMIS,NNP,B-TYPE
8864,1154,REMPEL,NNP,I-TYPE
8865,1154,HK,NNP,O
8866,1154,2,CD,O
8867,1154,WARNA,NNP,O
8868,1155,[BRANDED,NN,O
8869,1155,HOODIE,NNP,B-TYPE
8870,1155,],Z,O
8871,1155,PULLOVER,NNP,B-TYPE
8872,1155,",",Z,O
8873,1155,HOODIE,NNP,B-TYPE
8874,1155,",",Z,O
8875,1155,LIGHTWEIGHT,NNP,B-TYPE
8876,1155,JAKET,NNP,B-TYPE
8877,1155,TIPIS,NNP,I-TYPE
8878,1155,!,Z,O
