Word,POS,Label
Sky,NNP,I-NAME
Controller,NNP,I-NAME
Biru,NNP,B-COLOR
Dapat,CD,O
3pc,CD,O
celanaDalam,NN,B-TYPE
underwear,FW,B-TYPE
nathalie,FW,B-BRAND
ladies,FW,B-GENDER
#nyaman,FW,O
Anti,NNP,B-TYPE
Gores,NNP,I-TYPE
Coztanza,NNP,B-BRAND
Chromafilm,NNP,O
Samyang,NNP,B-BRAND
Instant,NNP,B-TYPE
Noodle,NNP,I-TYPE
Red,NNP,B-COLOR
pomade,NN,B-TYPE
SUAVECITO,NNP,B-BRAND
ORIGINAL,NNP,O
Satin,NNP,B-MATERIAL
Lace,NNP,I-MATERIAL
Evening,NNP,B-TYPE
Bag,NNP,I-TYPE
Clutch,NNP,B-TYPE
Handbag,NNP,B-TYPE
Tas,NNP,B-TYPE
Pesta,NNP,I-TYPE
BAJU,NNP,B-TYPE
KOKO,NNP,I-TYPE
197,CD,O
MAKE,NNP,B-BRAND
OVER,NNP,I-BRAND
SILKY,NNP,B-NAME
SMOOTH,NNP,I-NAME
TRANSLUCENT,NNP,I-NAME
POWDER,NNP,I-NAME
Anti,NNP,B-TYPE
Gores,NNP,I-TYPE
Glare,NNP,B-TYPE
Screen,NNP,I-TYPE
Guard,NNP,I-TYPE
Protector,NNP,I-TYPE
Pelindung,NNP,B-TYPE
Layar,NNP,I-TYPE
Swiss,NNP,B-BRAND
Army,NNP,I-BRAND
SA0080M,NNP,B-NAME
Jam,NNP,B-TYPE
Tangan,NNP,I-TYPE
Pria,NNP,B-GENDER
Stainless,NNP,B-MATERIAL
Hitam,NNP,B-COLOR
Rose,NNP,I-COLOR
Hand,NNP,B-TYPE
Blower,NNP,I-TYPE
Grooming,NNP,I-TYPE
Kucing,NNP,I-TYPE
Rajut,NNP,O
Hitam,NNP,B-COLOR
Merah,NNP,B-COLOR
Coklat,NNP,B-COLOR
Mocca,NNP,I-COLOR
JA90,NNP,O
Liptint,NNP,B-TYPE
ODBO,NNP,B-BRAND
Asli,NNP,O
Cair,NNP,O
HDMI,NNP,B-TYPE
Switcher,NNP,I-TYPE
3input,CD,I-TYPE
3D,CD,O
Support,NNP,O
Pulpen,NNP,B-TYPE
Gel,NNP,I-TYPE
Kucing,NNP,B-THEME
Unik,NNP,O
SHARPIE,NNP,B-BRAND
Fine,NNP,B-NAME
Point,NNP,I-NAME
Faster,NNP,B-BRAND
Sepatu,NNP,B-TYPE
Sneakers,NNP,I-TYPE
Kanvas,NNP,B-MATERIAL
Wanita,NNP,B-GENDER
1603-03,NNP,B-NAME
Black,NNP,B-COLOR
SKMEI,NNP,B-BRAND
1068,NNP,B-NAME
Jam,NNP,B-TYPE
Tangan,NNP,I-TYPE
Pria,NNP,B-GENDER
Fashion,NNP,O
Casual,NNP,O
Waterproof,NNP,O
LED,NNP,O
Digital,NNP,O
Sport,NNP,B-TYPE
Men,NNP,I-TYPE
Watch,NNP,I-TYPE
Gold,NNP,B-COLOR
Medela,NNP,B-BRAND
Baby,NNP,B-TYPE
Cup,NNP,I-TYPE
botol,NN,B-TYPE
thermos,FW,I-TYPE
hello,FW,B-THEME
kitty,FW,I-THEME
pink,FW,B-COLOR
embos,FW,O
350ml,CD,B-DIMENSION
Tshirt,NNP,B-TYPE
Tread,NNP,B-THEME
bemper,IN,B-TYPE
Wellcomm,NNP,B-BRAND
Charger,NNP,B-TYPE
Mobil,NNP,I-TYPE
White,NNP,B-COLOR
OTOmobil,NNP,B-BRAND
OUTER,NNP,B-TYPE
COVER,NNP,I-TYPE
Mangkok,NNP,B-TYPE
Gagang,NNP,I-TYPE
Pintu,NNP,I-TYPE
AI-3051,NNP,O
DJI,NNP,B-BRAND
DRONE,NNP,B-TYPE
MAVIC,NNP,B-NAME
PRO,NNP,I-NAME
-,NNP,I-NAME
STANDARD,NNP,O
(4K,CD,O
ULTRA,NNP,O
HD,NNP,O
VIDEO),NNP,O
Komik,NNP,B-TYPE
Muhammad,NNP,B-NAME
Al-Fatih,NNP,I-NAME
:,Z,I-NAME
Perang,NNP,I-NAME
Varna,NNP,I-NAME
#1,CD,I-NAME
WINDSHIELD,NNP,B-TYPE
Model,NNP,B-SHAPE
Panjang,NNP,I-SHAPE
Kaca,NNP,B-TYPE
Pelindung,NNP,I-TYPE
Spigen,NN,B-BRAND
slim,NN,B-TYPE
armor,NN,I-TYPE
4.7,CD,B-DIMENSION
inch,NN,I-DIMENSION
5.5,CD,B-DIMENSION
inch,NN,I-DIMENSION
KW,NNP,O
ori,VB,O
99%,CD,O
Drawer,NNP,B-TYPE
Pelangi,NNP,I-TYPE
4,CD,O
Susun,NNP,O
DRW260210,NNP,O
WiyadiStore,NNP,O
Paket,NNP,O
Tempat,NNP,B-TYPE
Kotoran,NNP,I-TYPE
Litter,NNP,B-TYPE
Box,NNP,I-TYPE
L,NNP,B-SIZE
"],",Z,O
Scoop,NNP,B-TYPE
Pasir,NNP,I-TYPE
Pasir,NNP,B-TYPE
Wangi,NNP,I-TYPE
Pulley,FW,B-TYPE
RD,FW,I-TYPE
Bearing,FW,I-TYPE
alloy,FW,B-MATERIAL
pully,FW,I-MATERIAL
CNC,NNP,I-MATERIAL
Dress,NNP,B-TYPE
Fuschia,NNP,B-BRAND
Sequin,NNP,I-BRAND
HP,NNP,B-BRAND
Pavilion,NNP,B-NAME
X360,NNP,I-NAME
Convert,NNP,O
"13""",NNP,B-DIMENSION
Intel,NNP,B-PROCESSOR
Core,NNP,I-PROCESSOR
i3-7100,CD,I-PROCESSOR
4GB,CD,B-RAM
"13.3""",CD,B-DIMENSION
Touchscreen,NNP,O
Win10,NNP,B-OS
Dijual,NNP,O
Kextech,NNP,B-BRAND
Wireless,NNP,B-TYPE
N,NNP,I-TYPE
WiFi,NNP,I-TYPE
Router,NNP,I-TYPE
Repeater,NNP,I-TYPE
Dual,NNP,I-TYPE
LAN,NNP,I-TYPE
Port,NNP,I-TYPE
LV,NNP,B-NAME
WR02B,NNP,I-NAME
Murah,NNP,O
20170821,CD,O
Jual,NNP,O
100,NNP,O
ORIGINAL,NNP,O
Battery,NNP,B-TYPE
BL,NNP,B-NAME
48TH,CD,I-NAME
Jual,NNP,O
Murah,NNP,O
Ad2104,NNP,O
Baju,NNP,B-TYPE
Rok,NNP,B-TYPE
Perempuan,NNP,B-GENDER
M,NNP,B-SIZE
Happy,NNP,B-THEME
Rabbit,NNP,I-THEME
Hijau,NNP,B-COLOR
Brb3,NNP,O
Kode,NNP,O
Gute1970,NNP,O
Alto,NNP,B-TYPE
Saxophone,NNP,I-TYPE
Cleaner,NNP,I-TYPE
Yellow,NNP,B-COLOR
Soft,NNP,B-MATERIAL
Fiber,NNP,I-MATERIAL
Brush,NNP,B-TYPE
Pad,NNP,B-TYPE
Saver,NNP,I-TYPE
Durable,NNP,O
intl,NNP,O
Promo,NNP,O
Body,NNP,B-TYPE
Cover,NNP,I-TYPE
Sarung,NNP,B-TYPE
Mobil,NNP,I-TYPE
Freed,NNP,B-NAME
Produk,NNP,O
Terbatas,NNP,O
Yadas,NNP,B-BRAND
Korean,NNP,I-BRAND
Wallet,NNP,B-TYPE
6801-11,NNP,O
Fashion,NNP,B-TYPE
Wallet,NNP,I-TYPE
Cardigan,NNP,B-TYPE
For,NNP,O
Man,NNP,B-GENDER
IPHONE,NNP,B-NAME
4S,CD,I-NAME
GSM,NN,O
16GB,CD,B-CAPACITY
BEST,NNP,O
SELLING,NNP,O
Sillplate,NNP,B-TYPE
Pintu,NNP,I-TYPE
Bagasi,NNP,I-TYPE
Unik,NNP,O
NEW,NNP,B-BRAND
UNITED,NNP,I-BRAND
T,NNP,B-NAME
128,NNP,I-NAME
Mesin,NNP,B-TYPE
Absensi,NNP,I-TYPE
Sidik,NNP,I-TYPE
Jari,NNP,I-TYPE
Diskon,NNP,O
20170821,CD,O
Timbangan,NNP,B-TYPE
Badan,NNP,I-TYPE
Digital,NNP,I-TYPE
Transparant,NNP,O
KAPASITAS,NNP,O
"2,5",CD,B-CAPACITY
-,Z,I-CAPACITY
150,CD,I-CAPACITY
kg,NND,I-CAPACITY
Pororo,NNP,B-THEME
Domino,NNP,B-TYPE
Bukan,NNP,O
domino,NNP,O
biasa!,NNP,O
Jual,NNP,O
MODEM,NNP,B-TYPE
WIFI,NNP,I-TYPE
MIFI,NNP,B-TYPE
HUAWEI,NNP,B-BRAND
E5577,NNP,B-NAME
E5577C,NNP,B-NAME
ANTENA,NNP,B-TYPE
Diskon,NNP,O
20170822,CD,O
Leather,NNP,B-MATERIAL
Backpack,NNP,B-TYPE
Cokelat,NNP,B-COLOR
Plastik,NNP,B-TYPE
Packing,NNP,I-TYPE
60x100,CD,I-TYPE
AC,NNP,B-TYPE
LG,NNP,B-BRAND
1,CD,O
pk,NN,O
S10KMV,CD,O
pipa,NN,O
4m,CD,O
braket,NN,O
pasang,NN,O
SNACK,NNP,B-TYPE
MAKER,NNP,I-TYPE
10,CD,O
LUBANG,NNP,O
Cetakan,NNP,B-TYPE
Pukis,NNP,I-TYPE
Buku,NNP,O
Resep,NNP,O
Rautan,NNP,B-TYPE
Engkol,NNP,O
Hello,NNP,B-THEME
Kitty,NNP,I-THEME
Sepatu,CD,B-TYPE
Wedges,NNP,I-TYPE
Wanita,NNP,B-GENDER
Lancip,NNP,B-SHAPE
DOMPET,NNP,B-TYPE
PRIA,NNP,B-GENDER
KULIT,NNP,B-MATERIAL
SAPI,NNP,I-MATERIAL
ASLI,NNP,I-MATERIAL
FTP,NNP,O
D-77,NNP,O
Miyako,NNP,B-BRAND
Hand,NNP,B-TYPE
Mixer,NNP,I-TYPE
HM-620,NNP,B-NAME
(ASLI,NNP,O
MURAH),NNP,O
Batik,NNP,B-TYPE
Couple,NNP,I-TYPE
VERONA,NNP,B-BRAND
Tempat,NNP,B-TYPE
Minuman,NNP,I-TYPE
/,Z,I-TYPE
Makanan,NN,I-TYPE
pada,IN,I-TYPE
Jok,NNP,I-TYPE
Mobil,NNP,I-TYPE
Head,NNP,B-BRAND
Raket,NNP,B-TYPE
Tenis,NNP,I-TYPE
Prestige,NNP,B-NAME
PWR,NNP,I-NAME
Graphene,NNP,I-NAME
XT,NNP,I-NAME
Unstrung,NNP,I-NAME
Grip,NNP,I-NAME
2,CD,I-NAME
Black/Red,NNP,B-COLOR
Alat,NNP,B-TYPE
Pel,NNP,I-TYPE
SUPER,NNP,B-BRAND
MOP,NNP,I-BRAND
BOLDE,NNP,B-NAME
PREMIERE,NNP,I-NAME
Aimons,NNP,B-BRAND
Touch,NNP,B-TYPE
Screen,NNP,I-TYPE
Mobile,NNP,I-TYPE
Joystick,NNP,I-TYPE
Game,NNP,B-TYPE
Controller,NNP,I-TYPE
BLACKBERRY,NNP,B-BRAND
SAMOA,NNP,B-NAME
9720,CD,I-NAME
(GRS,NN,O
DISTRIBUTOR),NNP,O
High,NNP,O
Quality,NNP,O
Tempered,NNP,B-TYPE
Glass,NNP,I-TYPE
Blue,NNP,I-TYPE
Light,NNP,I-TYPE
Cut,NNP,I-TYPE
Jas,NNP,B-TYPE
Hujan,NNP,I-TYPE
Jaket,NNP,B-TYPE
Celana,NNP,I-TYPE
Anak,NNP,B-AGE
Kido,NNP,B-NAME
M-Tech,NNP,B-BRAND
Gamepad,NNP,B-TYPE
Wireless,NNP,I-TYPE
Turbo,NNP,O
Single,NNP,O
Biru,NNP,B-COLOR
KF,NNP,B-BRAND
Stand,NNP,B-TYPE
Mixer,NNP,I-TYPE
KF-907CS,NNP,B-NAME
4,CD,B-DIMENSION
Lt,NNP,I-DIMENSION
Stainless,NNP,B-MATERIAL
Steel,NNP,I-MATERIAL
BRACKET,NNP,B-TYPE
LCD,NNP,I-TYPE
LED,NNP,I-TYPE
TV,NNP,I-TYPE
"13""",CD,B-DIMENSION
-,Z,I-DIMENSION
"27""",CD,I-DIMENSION
OXIMUS,NNP,B-BRAND
LYNX-21,NNP,B-NAME
Cahaya,NNP,B-BRAND
Abadi,NNP,I-BRAND
Tamtam,NNP,B-TYPE
Drum,NNP,B-TYPE
Set,NNP,I-TYPE
mainan,NN,B-TYPE
anak,NN,B-AGE
Pengamen,NNP,B-THEME
Kalkulator,NN,B-TYPE
2,CD,I-TYPE
layar,NN,I-TYPE
Warung,NNP,B-THEME
Toko,NNP,B-THEME
ESA,NNP,B-BRAND
879,CD,B-NAME
Gps,NNP,B-TYPE
Tracker,NNP,I-TYPE
Gt06N,NNP,B-NAME
pelacak,VB,B-TYPE
spy,FW,I-TYPE
sadap,IN,I-TYPE
mobil,NN,I-TYPE
motor,NN,I-TYPE
truk,NN,I-TYPE
lifetime,FW,O
tracksolid,FW,B-BRAND
Mp4,NNP,B-TYPE
Jepit,NNP,I-TYPE
Slot,NNP,I-TYPE
Micro,NNP,I-TYPE
Sd,NNP,I-TYPE
Sjc,NNP,B-NAME
Sj5012436,NNP,I-NAME
Alexandre,NNP,B-BRAND
Christie,NNP,I-BRAND
Original,NNP,O
Man,NNP,B-GENDER
093,CD,O
Samsung,NNP,B-BRAND
Galaxy,NNP,B-NAME
GRAND,NNP,I-NAME
2,CD,I-NAME
Garansi,NNP,O
Resmi,NNP,O
Samsung,NNP,O
Indonesia,NNP,O
Blackberry,NNP,B-BRAND
Gemini,NNP,B-NAME
8520,CD,I-NAME
White,NNP,B-COLOR
Lampu,NNP,B-TYPE
Sepeda,NNP,I-TYPE
Belakang,NNP,I-TYPE
Gowes,NNP,I-TYPE
Safety,NNP,B-TYPE
Lamp,NNP,I-TYPE
LED,NNP,I-TYPE
aksesoris,NNP,O
multifungsi,NN,O
portabel,FW,O
red,FW,B-COLOR
bicycle,FW,O
variasi,NN,O
batt,FW,O
JUMPOVER,NNP,B-NAME
Punches,NNP,B-TYPE
Stitching,NNP,I-TYPE
Poke,NNP,I-TYPE
Hole,NNP,I-TYPE
Tool,NNP,I-TYPE
New,NNP,O
Silver,NNP,B-COLOR
Intl,NNP,O
Mesin,NNP,B-TYPE
Jahit,NNP,I-TYPE
SINGER,NNP,B-BRAND
6699,NNP,B-NAME
Starlet,NNP,I-NAME
Computerised,NNP,I-NAME
Portable,NNP,I-NAME
SAPU,NNP,B-TYPE
MODERN,NNP,I-TYPE
OTOMATIS,NNP,I-TYPE
SUPER,NNP,B-NAME
BROOM,NNP,I-NAME
BOLDE,NNP,B-BRAND
UNGU,NNP,B-COLOR
Power,NN,B-TYPE
Inverter,NNP,I-TYPE
TANG,NNP,B-TYPE
POTONG,NNP,I-TYPE
KABEL,NNP,I-TYPE
HS-500,NNP,B-NAME
GUNTING,NNP,B-TYPE
KABEL,NNP,I-TYPE
HS-500,NNP,B-NAME
CABLE,NNP,B-TYPE
CUTTER,NNP,I-TYPE
HS-500,NNP,B-NAME
SEPATU,NNP,B-TYPE
OLAH,NNP,I-TYPE
RAGA,NNP,I-TYPE
RUNNING,NNP,B-TYPE
JOGGING,NNP,B-TYPE
ORIGINAL,NNP,O
PHOENIX,NNP,B-BRAND
NIX,NNP,B-NAME
NIX,NNP,O
Kacang,NNP,B-TYPE
Matahari,NNP,I-TYPE
Bawang,NNP,I-TYPE
250,CD,B-MASS
grm,NN,I-MASS
min,NN,O
3,CD,O
pack,FW,O
Shinzi,NNP,B-BRAND
Katoh,NNP,I-BRAND
Toiletries,NNP,B-TYPE
Pouch,NNP,I-TYPE
Tas,NNP,B-TYPE
Penyimpanan,NNP,I-TYPE
Peralatan,NNP,I-TYPE
Mandi,NNP,I-TYPE
dan,CC,I-TYPE
Kosmetik,NNP,I-TYPE
Serbaguna/3,NNP,O
Warna-,NNP,O
Solid,NNP,O
Stainless,NNP,B-MATERIAL
Steel,NNP,I-MATERIAL
Metal,NNP,B-MATERIAL
iWatch,NNP,B-NAME
42mm,CD,B-DIMENSION
All,NNP,O
Model,NNP,O
Black,NNP,B-COLOR
Sprei,NNP,B-TYPE
Kitty,NNP,B-THEME
180x200x20,CD,B-DIMENSION
(King,NN,O
Size),NNP,O
motherboard,FW,B-TYPE
gigabyte,FW,B-BRAND
ep45,CD,B-NAME
ud3r,CD,I-NAME
Structural,NNP,O
Equation,NNP,O
Modeling,NNP,O
Dengan,NNP,O
Lisrel,NNP,B-BRAND
8.8,NNP,B-NAME
Graha,NNP,O
Ilmu,NNP,O
Kacamata,NN,B-TYPE
oakley,FW,B-BRAND
magnum,NN,B-NAME
6,CD,O
lensa,NN,O
KW,NNP,O
Super,NNP,O
ELF,NNP,B-BRAND
STUDIO,NNP,O
EYEBROW,NNP,B-NAME
TREAT,NNP,I-NAME
&,NNP,I-NAME
TAME,NNP,I-NAME
Joeyi,NNP,B-BRAND
Ayunan,NNP,B-TYPE
Set,NNP,O
5,CD,O
per,IN,O
kain,NN,O
warna,NN,O
hanger,NN,O
segitiga,OD,O
Bawang,NNP,B-TYPE
Putih,NNP,I-TYPE
Tunggal,NNP,I-TYPE
Bawang,NNP,B-TYPE
Lanang,NNP,I-TYPE
Gokea,NNP,B-BRAND
Mini,NNP,B-SIZE
Sewing,NNP,B-TYPE
Machine,NNP,I-TYPE
4,CD,O
in,NN,O
1,CD,O
with,NN,O
Flashlight,NNP,O
Pedal,NNP,O
and,NNP,O
Adaptor,NNP,O
New,NNP,O
Generation,NNP,O
Mesin,NNP,B-TYPE
Jahit,NNP,I-TYPE
Mini,NNP,B-SIZE
4,CD,O
in,NN,O
1,CD,O
Putih,NNP,B-COLOR
Wamun,CC,B-TYPE
Baymax,NNP,B-THEME
Big,NNP,I-THEME
Hero,NNP,I-THEME
6,NNP,I-THEME
Disney,NNP,I-THEME
motors,NNP,O
Tomica,NNP,B-BRAND
Takara,NNP,I-BRAND
tomy,NNP,I-BRAND
sofa,NN,B-TYPE
kain,JJ,B-MATERIAL
Baju,NN,B-TYPE
Setelan,NNP,I-TYPE
Bayi,NNP,B-AGE
Donut,NNP,B-THEME
Babybeb,NNP,I-THEME
TEH,NNP,B-TYPE
DAUN,NNP,I-TYPE
JATI,NNP,I-TYPE
CINA,NNP,I-TYPE
PELANGSING,NNP,B-TYPE
ALAMI,NNP,I-TYPE
100,CD,B-MASS
gram,NND,I-MASS
sandal,NN,B-TYPE
jepit,NN,I-TYPE
roselina,NNP,B-BRAND
Kaos,NNP,B-TYPE
Baju,NNP,B-TYPE
Pakaian,NNP,B-TYPE
MOTOR,NNP,B-THEME
YAMAHA,NNP,I-THEME
R6,NNP,I-THEME
SILUET,NNP,O
Murah,NNP,O
Sarung,NNP,B-TYPE
Tangan,NNP,I-TYPE
Karet,NNP,I-TYPE
47cm,CD,B-DIMENSION
Jee,NNP,B-BRAND
Cee,NNP,I-BRAND
Baju,NNP,B-TYPE
bayi,VB,I-TYPE
new,FW,O
born,FW,O
animal,FW,B-THEME
garden,FW,I-THEME
BOLA,NNP,B-TYPE
SEPAK,NNP,I-TYPE
MIKASA,NNP,B-BRAND
FT-5,NNP,B-NAME
BLACK,NNP,B-COLOR
Intex,NNP,B-BRAND
Kid,NNP,B-NAME
Stuff,NNP,I-NAME
Riders,NNP,I-NAME
Fisher,NNP,B-BRAND
Price,NNP,I-BRAND
Poppity,NNP,B-NAME
Pop,NNP,I-NAME
Dump,NNP,I-NAME
Truck,NNP,I-NAME
Acold,NNP,B-BRAND
Jas,NNP,B-TYPE
Hujan,NNP,I-TYPE
Eksklusif,NNP,O
RA03,NNP,O
with,FW,O
raincoat,FW,O
bag,FW,O
Tas,NNP,B-TYPE
Selempang,NNP,I-TYPE
AM6033,NNP,O
Kamera,NNP,B-TYPE
DSLR,NNP,I-TYPE
Canon,NNP,B-BRAND
EOS,NNP,B-NAME
Rebel,NNP,I-NAME
T5,NNP,I-NAME
Shockbreaker,NNP,B-TYPE
Shock,NNP,B-TYPE
All,NNP,I-TYPE
Matic,NNP,I-TYPE
OM,NNP,B-BRAND
Natural,NNP,B-TYPE
Himalayan,NNP,I-TYPE
Rock,NNP,I-TYPE
Salt,NNP,I-TYPE
500g,CD,B-MASS
Garam,NNP,B-TYPE
Himalaya,NNP,I-TYPE
Pink,NNP,B-COLOR
500gr,CD,B-MASS
500,CD,B-MASS
gr,NN,I-MASS
gram,JJ,O
Kabel,NNP,B-TYPE
+,NNP,I-TYPE
Sambungan,NNP,I-TYPE
Power,NNP,I-TYPE
Bank,NNP,I-TYPE
5,CD,I-TYPE
in,NN,I-TYPE
1,CD,I-TYPE
"(MicroUSB,",NNP,O
"MiniUSB,",NNP,O
P1000,NNP,O
iPad),NNP,O
TREOTO,NNP,B-BRAND
KOPICOFFEE,NNP,I-BRAND
Premium,NNP,B-TYPE
Green,NNP,I-TYPE
Coffee,NNP,I-TYPE
Kopi,NNP,B-TYPE
Diet,NNP,I-TYPE
Kopi,NNP,B-TYPE
Hijau,NNP,I-TYPE
200g,CD,B-MASS
Boli,NNP,B-BRAND
RSCW-6008,NNP,B-NAME
Alat,NNP,B-TYPE
Cukur,NNP,I-TYPE
Bulu,NNP,I-TYPE
Kumis,NNP,I-TYPE
Jenggot,NNP,I-TYPE
NOKIA,SYM,B-BRAND
5310,CD,B-NAME
XPRESS,NNP,I-NAME
MUSIC,NNP,I-NAME
ALL,NNP,O
COLOR,NNP,O
READY,NNP,O
Jam,NNP,B-TYPE
Tangan,NNP,I-TYPE
Casio,NNP,B-BRAND
Standard,NNP,B-NAME
AW-82D,NNP,I-NAME
Original,NNP,O
Babyland,NNP,B-BRAND
popok,NN,B-TYPE
bayi,NN,B-AGE
cuci,JJ,O
ulang,VB,O
motif,NN,O
Alien,NNP,B-THEME
untuk,SC,O
bayi,NN,O
baru,JJ,O
lahir,VB,O
Promo,NNP,O
Body,NNP,B-TYPE
Cover,NNP,I-TYPE
Sarung,NNP,B-TYPE
Mobil,NNP,I-TYPE
Sedan,NNP,I-TYPE
Timor,NNP,O
Produk,NNP,O
Terbatas,NNP,O
3,CD,B-NAME
MI,NNP,I-NAME
4,CD,I-NAME
ALUMINUM,NNP,B-MATERIAL
ALLOY,NNP,I-MATERIAL
METAL,NNP,B-TYPE
BUMPER,NNP,I-TYPE
CASE,NNP,I-TYPE
-BUCKLE,NNP,O
STYLE,NNP,O
Pigtail,NNP,B-TYPE
modem,NNP,I-TYPE
ZTE,NNP,B-BRAND
MF680,NNP,B-NAME
-,NNP,I-NAME
TS9,NNP,I-NAME
Estee,NNP,B-BRAND
Lauder,NNP,I-BRAND
Pleasure,NNP,B-NAME
Delight,NNP,I-NAME
Perfume,NNP,B-TYPE
for,NNP,O
Women,NNP,B-GENDER
DRESS,NNP,B-TYPE
BIGSIZE,NNP,I-TYPE
PBL724,NNP,O
XXXL,NNP,B-SIZE
Cameron,NNP,B-BRAND
Tempered,NNP,B-TYPE
Glass,NNP,I-TYPE
Stelan,NNP,B-TYPE
Pol,NNP,B-THEME
Cowok,NNP,B-GENDER
Slim,NNP,B-BRAND
N,NNP,I-BRAND
Lift,NNP,I-BRAND
Body,NNP,B-TYPE
Shaping,NNP,I-TYPE
For,NNP,O
Man,NNP,B-GENDER
Slimming,NNP,B-TYPE
Shirt,NNP,I-TYPE
For,NNP,O
Men,NNP,B-GENDER
Slim,NNP,O
Fit,NNP,O
Baju,NN,B-TYPE
Singlet,NNP,I-TYPE
/,Z,I-TYPE
Korset,NNP,I-TYPE
Pelangsing,NNP,I-TYPE
Khusus,NNP,O
Pria,NNP,B-GENDER
Best,NNP,O
Seller,NNP,O
XXL,NNP,B-SIZE
ASUS,NNP,B-BRAND
ROG,NNP,B-NAME
GL752VW,CD,I-NAME
8GB,CD,B-RAM
W10,CD,B-OS
SANCU,NNP,B-BRAND
Sandal,NNP,B-TYPE
Karakter,NNP,O
Lucu,NNP,O
RedBird,NNP,B-THEME
LittleGirl,NNP,B-THEME
Princess,NNP,B-THEME
(Size,NNP,O
30,CD,B-SIZE
32,CD,B-SIZE
34,CD,B-SIZE
lilin,VB,B-TYPE
malam,NN,I-TYPE
batik,NN,I-TYPE
tulis,VB,I-TYPE
cap,VB,I-TYPE
Fossil,NNP,B-BRAND
ES3060,NNP,B-NAME
Original,NNP,O
Bulu,NNP,B-TYPE
Mata,NNP,I-TYPE
Palsu,NNP,I-TYPE
Bilqis,NNP,B-BRAND
Eyelashes,NNP,I-BRAND
1967,CD,B-NAME
bacan,NN,B-TYPE
doko,NN,I-TYPE
asli,JJ,O
garansi,NN,O
uang,NN,O
kembali,VB,O
kode,NN,B-NAME
34,CD,I-NAME
Basic,NNP,B-TYPE
Polo,NNP,I-TYPE
Shirt,NNP,I-TYPE
TIENTO,NNP,B-BRAND
Original,NNP,O
warna,VB,O
benhur,NN,O
red,NN,B-COLOR
WD,NNP,B-BRAND
MY,NNP,B-NAME
PASSPORT,NNP,I-NAME
ULTRA,NNP,I-NAME
HARDDISK,NNP,B-TYPE
EKSTERNAL,NNP,I-TYPE
2TB,CD,B-CAPACITY
9042,CD,O
Box,NNP,B-TYPE
Sepatu,NNP,I-TYPE
Motif,NNP,O
sparepart,FW,B-TYPE
hp,FW,I-TYPE
tool,FW,B-TYPE
amoled,FW,I-TYPE
cetakan,FW,I-TYPE
emmc,FW,I-TYPE
dan,CC,I-TYPE
universal,NN,I-TYPE
AXORA,NNP,B-BRAND
Necklace,NNP,B-TYPE
18K,CD,B-COLOR
Gold,NNP,I-COLOR
Plated,NNP,I-COLOR
TN0065,NNP,O
FREE,NNP,O
SHIPPING,NNP,O
!!!,Z,O
Bandana,NNP,B-TYPE
Bayi,NNP,I-TYPE
Baby,NNP,B-TYPE
Headband,NNP,I-TYPE
Bando,NNP,B-TYPE
Bayi,NNP,I-TYPE
Arabella,NNP,B-BRAND
RB,NNP,O
07,CD,O
tosca,NN,B-COLOR
rose,FW,I-COLOR
Jersey,NNP,B-TYPE
Klub,NNP,B-THEME
2014/2015,CD,I-THEME
-,Z,I-THEME
Manchester,NNP,I-THEME
United,NNP,I-THEME
Away,NNP,I-THEME
High,NNP,B-TYPE
class,NNP,I-TYPE
comb,NNP,I-TYPE
Sisir,NNP,B-TYPE
Ion,NNP,I-TYPE
Pelurus,NNP,I-TYPE
Rambut,NNP,I-TYPE
Dompet,NNP,B-TYPE
Wanita,NNP,B-GENDER
Dompet,NNP,B-TYPE
Smile,NNP,B-THEME
Dompet,NNP,B-TYPE
unik,NNP,O
Dompet,NNP,B-TYPE
coin,NNP,I-TYPE
keren,NNP,O
Nike,NNP,B-BRAND
Usb,NNP,B-TYPE
Hub,NNP,I-TYPE
Empat,NNP,O
Port,NNP,O
PLEXTONE,NNP,B-BRAND
PC780,NNP,B-NAME
Over-ear,NNP,B-TYPE
Gaming,NNP,I-TYPE
Headset,NNP,I-TYPE
Stereo,NNP,B-TYPE
Bass,NNP,I-TYPE
Headphone,NNP,I-TYPE
Earphone,NNP,B-TYPE
with,NNP,O
Mic,NNP,B-TYPE
USB,NNP,I-TYPE
LED,NNP,I-TYPE
Light,NNP,I-TYPE
for,NNP,O
PC,NNP,O
Gamers,NNP,O
Blue,NNP,B-COLOR
intl,NNP,O
Pepper,FW,B-THEME
shaker,FW,I-THEME
Puzzle,NNP,B-TYPE
Gallery,NNP,I-TYPE
Jigsaw,NNP,B-TYPE
Puzzle,NNP,I-TYPE
1000,CD,I-TYPE
pieces,FW,I-TYPE
beautiful,FW,O
house,FW,O
(omp1011),FW,O
Jigsaw,FW,B-TYPE
Jigsaw,FW,O
Klimt,FW,O
paintings,FW,O
framed,FW,O
1000,FW,O
pieces,FW,O
Silica,NNP,B-TYPE
Gel,NNP,I-TYPE
Biru,NNP,B-COLOR
50,CD,B-MASS
Gram,NNP,I-MASS
Bantal,NNP,B-TYPE
Mobil,NNP,I-TYPE
Karakter,NNP,B-THEME
LINE,NNP,I-THEME
Car,NNP,B-TYPE
Seat,NNP,I-TYPE
Mini,NNP,B-TYPE
Rice,NNP,I-TYPE
Cooker,NNP,I-TYPE
