key,value
"('+1:word.lower():tabung', 'O')",0.83538
"('-1:word.lower():duoya', 'B-NAME')",0.571607
"('+1:word.lower():mascara', 'I-NAME')",0.688209
"('word.lower():mascara', 'I-NAME')",0.774387
"('+1:word.lower():maskara', 'I-NAME')",0.774387
"('word.lower():maskara', 'B-TYPE')",1.502556
"('-1:word.lower():mascara', 'B-TYPE')",1.502556
"('word[-3:]:REA', 'O')",0.222945
"('word.lower():hardcase', 'B-TYPE')",1.378469
"('-1:word.lower():hardcase', 'B-TYPE')",0.303948
"('-1:word.lower():hardcase', 'I-TYPE')",-0.474164
"('+1:word.lower():super', 'B-BRAND')",0.196899
"('+1:word.lower():super', 'O')",-0.052611
"('+1:word.lower():super', 'B-NAME')",0.595846
"('+1:word.lower():super', 'I-TYPE')",1.4332
"('+1:word.lower():frosted', 'B-NAME')",0.160624
"('word.lower():frosted', 'I-NAME')",0.130782
"('+1:word.lower():shield', 'I-NAME')",0.091219
"('word.lower():shield', 'I-NAME')",0.85187
"('word[-3:]:eld', 'I-NAME')",0.85187
"('-1:word.lower():frosted', 'I-NAME')",0.517054
"('+1:word.lower():>laki', 'B-AGE')",0.290568
"('word.lower():>laki', 'B-GENDER')",0.923782
"('-1:word.lower():>laki', 'B-TYPE')",0.972472
"('+1:word.lower():31', 'B-TYPE')",0.678907
"('+1:word.lower():31', 'I-TYPE')",-0.128882
"('word.lower():31', 'I-TYPE')",0.631975
"('word.lower():31', 'B-SIZE')",0.499684
"('word[-3:]:31', 'I-TYPE')",0.631975
"('word[-3:]:31', 'B-SIZE')",0.499684
"('-1:word.lower():31', 'I-TYPE')",0.745488
"('-1:word.lower():31', 'B-SIZE')",1.125262
"('+1:word.lower():tepi', 'I-TYPE')",0.52658
"('word.lower():tepi', 'I-TYPE')",0.418704
"('word[-3:]:EPI', 'I-TYPE')",0.418704
"('word[-2:]:PI', 'I-TYPE')",1.146475
"('word[-2:]:PI', 'I-NAME')",0.390008
"('word[-2:]:PI', 'I-MATERIAL')",0.240416
"('+1:word.lower():sulur', 'I-TYPE')",0.418704
"('word.lower():sulur', 'I-TYPE')",0.395528
"('word[-3:]:LUR', 'I-TYPE')",0.395528
"('word[-2:]:UR', 'I-TYPE')",0.963274
"('-1:word.lower():tepi', 'I-TYPE')",0.395528
"('+1:word.lower():katundobby', 'I-TYPE')",0.395528
"('word.lower():katundobby', 'B-MATERIAL')",1.256826
"('word[-3:]:BBY', 'B-MATERIAL')",1.256826
"('-1:word.lower():sulur', 'B-MATERIAL')",1.256826
"('word.lower():polymos', 'B-NAME')",0.087726
"('word[-3:]:mos', 'B-TYPE')",0.635009
"('word[-3:]:mos', 'B-NAME')",0.001584
"('word[-3:]:mos', 'I-TYPE')",0.1628
"('-1:word.lower():romoss', 'B-NAME')",0.087726
"('word.lower():5000', 'B-CAPACITY')",0.1657
"('+1:word.lower():mah', 'B-CAPACITY')",1.526263
"('word.lower():mah', 'I-CAPACITY')",1.478558
"('-1:word.lower():5000', 'I-CAPACITY')",0.174654
"('-1:word.lower():mah', 'O')",0.589675
"('-1:word.lower():mah', 'B-NAME')",0.344517
"('+1:word.lower():polo', 'I-TYPE')",0.068223
"('word[-3:]:OLO', 'B-BRAND')",0.683468
"('word[-2:]:LO', 'B-TYPE')",0.412339
"('word[-2:]:LO', 'B-BRAND')",0.235836
"('word[-2:]:LO', 'B-THEME')",0.393749
"('word[-2:]:LO', 'I-THEME')",0.218048
"('-1:word.lower():ransel', 'B-BRAND')",1.391732
"('word[-3:]:ern', 'B-BRAND')",1.631253
"('word[-3:]:ern', 'O')",0.413534
"('word[-2:]:rn', 'B-BRAND')",1.066101
"('word[-2:]:rn', 'O')",1.480165
"('word[-2:]:rn', 'I-TYPE')",-0.300508
"('word[-2:]:rn', 'I-AGE')",0.647304
"('+1:word.lower():assikah', 'O')",0.539895
"('word.lower():assikah', 'B-BRAND')",1.485294
"('word[-3:]:kah', 'B-BRAND')",1.485294
"('+1:word.lower():bp2617', 'B-BRAND')",1.485294
"('word.lower():bp2617', 'O')",0.685111
"('word[-3:]:617', 'O')",0.685111
"('word[-2:]:17', 'O')",0.53604
"('word[-2:]:17', 'I-TYPE')",0.589773
"('-1:word.lower():assikah', 'O')",0.685111
"('word.lower():pomade', 'B-TYPE')",2.822435
"('+1:word.lower():lokal', 'B-BRAND')",0.508035
"('word.lower():lokal', 'O')",0.258304
"('word.lower():lokal', 'I-TYPE')",0.227848
"('word[-3:]:kal', 'O')",0.424906
"('word[-3:]:kal', 'I-TYPE')",0.233589
"('-1:word.lower():pomade', 'B-BRAND')",0.569979
"('-1:word.lower():pomade', 'O')",-0.453608
"('-1:word.lower():pomade', 'B-NAME')",0.31983
"('+1:word.lower():oil', 'B-BRAND')",0.182159
"('+1:word.lower():oil', 'B-NAME')",0.451996
"('+1:word.lower():oil', 'I-TYPE')",1.297666
"('word.lower():oil', 'I-BRAND')",0.477878
"('word.lower():oil', 'I-TYPE')",0.735824
"('word.lower():oil', 'I-NAME')",0.072788
"('word.lower():oil', 'B-MATERIAL')",0.358643
"('-1:word.lower():lokal', 'B-MATERIAL')",0.84953
"('word.lower():pie', 'B-TYPE')",0.783846
"('word[-3:]:Pie', 'B-TYPE')",0.783846
"('-1:word.lower():pie', 'I-TYPE')",1.086847
"('+1:word.lower():enak', 'B-BRAND')",0.39879
"('word.lower():enak', 'O')",0.49169
"('word.lower():enak', 'I-BRAND')",0.648937
"('word[-3:]:has', 'O')",0.261171
"('-1:word.lower():enak', 'B-TYPE')",0.15861
"('word[-2:]:i,', 'O')",1.368389
"('+1:word.lower():ole', 'O')",0.001277
"('word.lower():ole', 'O')",0.220846
"('word[-3:]:Ole', 'O')",0.220846
"('-1:word.lower():ole', 'O')",0.302479
"('+1:word.lower():t530', 'B-BRAND')",0.000563
"('word.lower():tab', 'B-TYPE')",0.494836
"('word.lower():tab', 'I-NAME')",-0.049284
"('word[-3:]:Tab', 'B-TYPE')",0.494836
"('word[-3:]:Tab', 'I-NAME')",-0.049284
"('-1:word.lower():t530', 'B-TYPE')",0.881984
"('-1:word.lower():tab', 'O')",0.698336
"('word.lower():gear', 'B-TYPE')",0.574542
"('word[-3:]:EAR', 'B-TYPE')",1.810766
"('+1:word.lower():gir', 'B-TYPE')",0.574542
"('word.lower():gir', 'O')",0.51864
"('word[-3:]:GIR', 'O')",0.51864
"('-1:word.lower():gear', 'O')",0.51864
"('word[-3:]:KET', 'B-TYPE')",0.706179
"('word[-3:]:KET', 'I-TYPE')",0.171122
"('+1:word.lower():rantai', 'O')",1.596036
"('word.lower():rantai', 'O')",1.180236
"('word[-3:]:TAI', 'O')",0.737555
"('+1:word.lower():vega', 'B-BRAND')",-0.00247
"('+1:word.lower():vega', 'O')",0.741266
"('word.lower():vega', 'B-NAME')",1.229402
"('word[-3:]:EGA', 'B-NAME')",0.499159
"('-1:word.lower():rantai', 'B-NAME')",0.389517
"('-1:word.lower():rantai', 'I-TYPE')",0.255712
"('-1:word.lower():rantai', 'B-MATERIAL')",1.125981
"('-1:word.lower():vega', 'I-NAME')",0.285168
"('+1:word.lower():35t', 'O')",0.32366
"('word.lower():35t', 'B-TYPE')",1.063296
"('word[-3:]:35T', 'B-TYPE')",1.063296
"('word[-2:]:5T', 'B-TYPE')",2.544697
"('+1:word.lower():15t', 'B-TYPE')",1.063296
"('word.lower():15t', 'B-TYPE')",0.953824
"('word[-3:]:15T', 'B-TYPE')",0.953824
"('-1:word.lower():35t', 'B-TYPE')",0.953824
"('word.lower():panel', 'B-TYPE')",0.40356
"('word.lower():panel', 'I-TYPE')",0.468659
"('word[-3:]:nel', 'B-TYPE')",0.40356
"('word[-3:]:nel', 'I-TYPE')",0.468659
"('-1:word.lower():panel', 'O')",0.724217
"('-1:word.lower():panel', 'B-MATERIAL')",0.702273
"('+1:word.lower():matix', 'B-MATERIAL')",0.709802
"('word.lower():matix', 'B-NAME')",1.224065
"('word[-3:]:tix', 'B-NAME')",1.224065
"('word.lower():colombus', 'B-NAME')",0.192924
"('-1:word.lower():spotec', 'B-NAME')",1.787853
"('+1:word.lower():lari', 'B-TYPE')",0.217064
"('+1:word.lower():lari', 'B-MATERIAL')",0.546561
"('word.lower():lari', 'I-TYPE')",0.832168
"('word.lower():lari', 'B-THEME')",0.906135
"('+1:word.lower():black/red', 'I-TYPE')",0.230747
"('+1:word.lower():black/red', 'I-NAME')",0.83579
"('word.lower():black/red', 'B-COLOR')",1.149473
"('-1:word.lower():lari', 'B-TYPE')",0.128597
"('-1:word.lower():lari', 'B-COLOR')",0.667855
"('word.lower():memo', 'O')",0.28792
"('-1:word.lower():memo', 'O')",0.208914
"('-1:word.lower():memo', 'I-TYPE')",0.003434
"('+1:word.lower():a5', 'O')",1.149632
"('word.lower():a5', 'B-SIZE')",1.551956
"('word[-3:]:A5', 'B-SIZE')",1.551956
"('word[-2:]:A5', 'B-SIZE')",1.551956
"('-1:word.lower():a5', 'O')",1.101352
"('+1:word.lower():420ml', 'O')",0.187672
"('word.lower():420ml', 'B-MASS')",0.749682
"('word.lower():transparan', 'O')",0.473644
"('-1:word.lower():transparan', 'O')",0.936472
"('+1:word.lower():unik', 'B-TYPE')",1.126057
"('+1:word.lower():unik', 'O')",-0.027888
"('word.lower():pempem', 'B-TYPE')",5.5e-05
"('word[-3:]:pem', 'B-TYPE')",5.5e-05
"('+1:word.lower():velcro', 'O')",0.259422
"('word.lower():velcro', 'I-TYPE')",0.49586
"('word.lower():velcro', 'B-MATERIAL')",1.216676
"('-1:word.lower():pempem', 'I-TYPE')",0.623641
"('+1:word.lower():insert', 'I-TYPE')",0.623641
"('word.lower():insert', 'O')",0.229881
"('word[-3:]:ert', 'O')",0.811119
"('word[-3:]:ert', 'I-BRAND')",0.796402
"('word[-3:]:ert', 'I-NAME')",0.166757
"('-1:word.lower():velcro', 'O')",0.229881
"('+1:word.lower():litty', 'O')",0.229881
"('word.lower():litty', 'O')",0.186568
"('-1:word.lower():insert', 'O')",0.186568
"('+1:word.lower():bamboo', 'O')",0.186568
"('word.lower():bamboo', 'O')",0.219896
"('word[-3:]:boo', 'O')",0.219896
"('-1:word.lower():litty', 'O')",0.219896
"('word.lower():clodi', 'B-BRAND')",0.794094
"('word[-3:]:odi', 'B-BRAND')",0.794094
"('-1:word.lower():clodi', 'I-BRAND')",0.175022
"('+1:word.lower():cuci', 'I-TYPE')",0.071208
"('+1:word.lower():cuci', 'B-AGE')",0.354525
"('word.lower():cuci', 'O')",0.158441
"('word.lower():cuci', 'I-TYPE')",0.41605
"('word[-3:]:uci', 'O')",0.158441
"('word[-3:]:uci', 'I-TYPE')",0.41605
"('-1:word.lower():cuci', 'I-TYPE')",0.284503
"('-1:word.lower():ulang', 'B-TYPE')",0.948857
"('+1:word.lower():newborn', 'B-TYPE')",0.682025
"('word.lower():newborn', 'O')",0.004004
"('word.lower():newborn', 'I-TYPE')",0.122148
"('word[-3:]:orn', 'O')",0.277494
"('word[-3:]:orn', 'I-TYPE')",0.034636
"('word[-3:]:orn', 'I-AGE')",0.680871
"('word[-3:]:RMA', 'B-TYPE')",0.164474
"('+1:word.lower():nabi', 'B-TYPE')",0.164474
"('word.lower():nabi', 'I-TYPE')",0.276236
"('word[-3:]:ABI', 'I-TYPE')",0.276236
"('word[-2:]:BI', 'I-TYPE')",0.276236
"('+1:word.lower():ajwa', 'I-TYPE')",0.276236
"('word.lower():ajwa', 'I-TYPE')",0.452894
"('word[-3:]:JWA', 'I-TYPE')",0.452894
"('word[-2:]:WA', 'O')",0.800405
"('word[-2:]:WA', 'I-TYPE')",0.425776
"('-1:word.lower():nabi', 'I-TYPE')",0.452894
"('+1:word.lower():golden', 'B-NAME')",0.205206
"('+1:word.lower():golden', 'I-TYPE')",0.368617
"('word.lower():golden', 'I-NAME')",0.295066
"('word[-3:]:DEN', 'B-BRAND')",1.902711
"('word.lower():tamr', 'I-BRAND')",0.697194
"('word[-3:]:AMR', 'I-BRAND')",0.697194
"('word[-2:]:MR', 'I-BRAND')",0.697194
"('-1:word.lower():golden', 'I-BRAND')",0.686754
"('-1:word.lower():golden', 'I-NAME')",0.686805
"('word[-3:]:ORT', 'B-TYPE')",0.801
"('word[-3:]:ORT', 'O')",0.198778
"('word[-2:]:RT', 'B-TYPE')",0.340834
"('word[-2:]:RT', 'O')",0.300749
"('word[-2:]:RT', 'I-TYPE')",0.272928
"('word.lower():eprint', 'B-BRAND')",0.69001
"('+1:word.lower():magnetic', 'B-BRAND')",0.667067
"('+1:word.lower():magnetic', 'O')",0.417783
"('word.lower():magnetic', 'B-TYPE')",0.547398
"('-1:word.lower():eprint', 'B-TYPE')",0.431164
"('-1:word.lower():magnetic', 'I-TYPE')",0.513452
"('+1:word.lower():a4', 'O')",0.062942
"('+1:word.lower():a4', 'I-TYPE')",0.09876
"('word.lower():oxone', 'B-BRAND')",1.137773
"('+1:word.lower():mars', 'B-BRAND')",0.226632
"('word.lower():mars', 'B-NAME')",0.57689
"('word[-3:]:ars', 'I-BRAND')",0.029978
"('word[-3:]:ars', 'B-NAME')",0.22875
"('word[-3:]:ars', 'B-THEME')",0.062665
"('word[-3:]:ars', 'I-THEME')",0.306388
"('-1:word.lower():oxone', 'B-NAME')",0.464324
"('-1:word.lower():mars', 'I-NAME')",0.506915
"('+1:word.lower():rice', 'B-TYPE')",0.454334
"('+1:word.lower():rice', 'O')",-0.053593
"('+1:word.lower():rice', 'I-NAME')",0.486456
"('word.lower():rice', 'I-TYPE')",0.608059
"('+1:word.lower():cooker', 'I-TYPE')",0.608059
"('word.lower():cooker', 'I-TYPE')",1.322536
"('-1:word.lower():rice', 'I-TYPE')",1.322536
"('+1:word.lower():ox-816', 'I-TYPE')",0.067941
"('word.lower():ox-816', 'B-NAME')",0.66427
"('word[-3:]:816', 'B-NAME')",0.66427
"('-1:word.lower():cooker', 'B-NAME')",1.320999
"('-1:word.lower():cooker', 'I-TYPE')",0.116548
"('word.lower():blender', 'B-TYPE')",0.44257
"('+1:word.lower():philips', 'B-TYPE')",0.316471
"('word.lower():tanggo', 'B-NAME')",0.022251
"('word[-3:]:ggo', 'B-NAME')",0.022251
"('+1:word.lower():2116g', 'B-NAME')",0.022251
"('word.lower():2116g', 'I-NAME')",0.195492
"('word[-3:]:16G', 'I-NAME')",0.195492
"('word[-2:]:6G', 'I-NAME')",0.195492
"('-1:word.lower():tanggo', 'I-NAME')",0.195492
"('word.lower():california', 'B-BRAND')",0.313207
"('word.lower():naraya', 'B-THEME')",0.963563
"('-1:word.lower():naraya', 'O')",1.537929
"('-1:word.lower():king', 'I-SIZE')",0.180739
"('word.lower():stop', 'I-TYPE')",0.088989
"('+1:word.lower():kontak', 'B-TYPE')",0.00105
"('word.lower():kontak', 'I-TYPE')",0.355197
"('-1:word.lower():stop', 'I-TYPE')",0.948856
"('-1:word.lower():kontak', 'I-TYPE')",0.321981
"('+1:word.lower():otomatis', 'I-TYPE')",0.843685
"('word.lower():otomatis', 'O')",0.470363
"('word.lower():otomatis', 'I-TYPE')",0.29063
"('word.lower():eelic', 'B-BRAND')",0.166248
"('word[-3:]:LIC', 'B-BRAND')",0.166248
"('-1:word.lower():eelic', 'B-NAME')",0.691524
"('+1:word.lower():e-7w', 'B-NAME')",0.691524
"('word.lower():e-7w', 'I-NAME')",0.700569
"('word[-3:]:-7W', 'I-NAME')",0.700569
"('word[-2:]:7W', 'I-NAME')",0.700569
"('word[-3:]:LAI', 'B-TYPE')",0.016649
"('+1:word.lower():olesan', 'B-TYPE')",0.016649
"('word.lower():olesan', 'I-TYPE')",0.661644
"('word[-3:]:SAN', 'I-TYPE')",0.661644
"('-1:word.lower():olesan', 'O')",0.182235
"('+1:word.lower():nutella', 'O')",0.182235
"('word.lower():nutella', 'B-BRAND')",0.3588
"('+1:word.lower():hazelnut-cocoa', 'B-BRAND')",0.3588
"('word.lower():hazelnut-cocoa', 'B-NAME')",0.314733
"('word[-3:]:coa', 'B-NAME')",0.314733
"('word[-2:]:oa', 'B-NAME')",0.314733
"('-1:word.lower():nutella', 'B-NAME')",0.314733
"('-1:word.lower():hazelnut-cocoa', 'I-NAME')",0.271761
"('+1:word.lower():375g', 'I-NAME')",0.271761
"('word.lower():375g', 'B-MASS')",0.580439
"('word[-3:]:75g', 'B-MASS')",0.580439
"('+1:word.lower():virtual', 'O')",1.101216
"('+1:word.lower():virtual', 'I-TYPE')",0.655853
"('word.lower():virtual', 'B-TYPE')",0.951769
"('+1:word.lower():reality', 'B-TYPE')",0.951769
"('word.lower():reality', 'I-TYPE')",1.006724
"('-1:word.lower():virtual', 'I-TYPE')",1.006724
"('-1:word.lower():reality', 'I-TYPE')",0.132153
"('+1:word.lower():glasses', 'B-TYPE')",0.052174
"('word.lower():glasses', 'I-TYPE')",0.450655
"('word[-3:]:ses', 'B-TYPE')",0.013675
"('word[-3:]:ses', 'I-BRAND')",0.584111
"('word[-3:]:ses', 'B-NAME')",0.464436
"('word[-3:]:ses', 'I-TYPE')",0.011178
"('+1:word.lower():vr', 'I-TYPE')",0.057416
"('word.lower():vr', 'B-NAME')",0.535683
"('word[-3:]:VR', 'B-NAME')",0.535683
"('word[-2:]:VR', 'O')",0.430193
"('word[-2:]:VR', 'B-NAME')",0.279278
"('-1:word.lower():glasses', 'B-NAME')",0.507783
"('-1:word.lower():vr', 'I-NAME')",0.804381
"('+1:word.lower():remote', 'I-NAME')",1.014653
"('word.lower():remote', 'O')",1.463523
"('word[-3:]:ote', 'B-TYPE')",0.417706
"('word[-3:]:ote', 'I-NAME')",0.111436
"('-1:word.lower():remote', 'O')",0.784326
"('+1:word.lower():0219-15', 'O')",0.069939
"('word.lower():0219-15', 'O')",0.604038
"('word[-3:]:-15', 'O')",0.193659
"('word[-3:]:-15', 'I-THEME')",0.198691
"('word.lower():proclean', 'B-BRAND')",0.753309
"('+1:word.lower():lap', 'B-BRAND')",0.753309
"('word.lower():lap', 'B-TYPE')",0.638635
"('word[-3:]:Lap', 'B-TYPE')",0.638635
"('-1:word.lower():proclean', 'B-TYPE')",0.638635
"('-1:word.lower():lap', 'I-TYPE')",0.49746
"('word.lower():karpet', 'B-TYPE')",1.289518
"('+1:word.lower():antena', 'O')",0.178336
"('+1:word.lower():antena', 'B-NAME')",0.754435
"('word.lower():antena', 'B-TYPE')",1.3759
"('word.lower():yagi', 'I-TYPE')",0.018028
"('word[-3:]:agi', 'I-TYPE')",0.018028
"('-1:word.lower():antena', 'I-TYPE')",0.841354
"('+1:word.lower():txr185', 'I-TYPE')",0.018028
"('word.lower():txr185', 'B-NAME')",0.915606
"('word[-3:]:185', 'B-NAME')",1.247646
"('-1:word.lower():yagi', 'B-NAME')",0.915606
"('+1:word.lower():quantum', 'B-TYPE')",0.56151
"('word.lower():quantum', 'B-NAME')",0.457796
"('word[-3:]:TUM', 'B-NAME')",0.457796
"('+1:word.lower():pendant', 'B-NAME')",0.457796
"('word.lower():pendant', 'I-NAME')",0.445123
"('word[-3:]:ANT', 'I-TYPE')",0.109799
"('word[-3:]:ANT', 'I-NAME')",0.139034
"('-1:word.lower():quantum', 'I-NAME')",0.445123
"('+1:word.lower():permata', 'I-NAME')",0.445123
"('word.lower():permata', 'I-NAME')",0.611763
"('word[-3:]:ATA', 'I-TYPE')",0.478413
"('word[-3:]:ATA', 'I-NAME')",0.524058
"('-1:word.lower():pendant', 'I-NAME')",0.611763
"('+1:word.lower():sticker', 'B-TYPE')",1.116117
"('+1:word.lower():sticker', 'O')",1.710349
"('word.lower():sticker', 'B-TYPE')",0.446914
"('word[-3:]:KER', 'B-TYPE')",0.360671
"('word[-3:]:KER', 'I-TYPE')",0.534321
"('+1:word.lower():sun', 'I-SHAPE')",0.855595
"('word.lower():sun', 'B-TYPE')",0.495032
"('word.lower():sun', 'B-THEME')",0.824955
"('word[-3:]:SUN', 'B-THEME')",0.878473
"('-1:word.lower():sticker', 'O')",1.175873
"('-1:word.lower():sticker', 'B-THEME')",0.842819
"('+1:word.lower():flower', 'B-TYPE')",0.894615
"('+1:word.lower():flower', 'I-NAME')",0.328723
"('+1:word.lower():flower', 'B-THEME')",0.472723
"('word.lower():flower', 'I-TYPE')",0.215281
"('word.lower():flower', 'I-NAME')",0.457705
"('word.lower():flower', 'I-THEME')",0.68583
"('-1:word.lower():sun', 'I-TYPE')",0.037013
"('-1:word.lower():sun', 'I-THEME')",0.972095
"('word.lower():fisheye', 'B-TYPE')",0.502827
"('+1:word.lower():3in1', 'I-TYPE')",0.891406
"('word.lower():3in1', 'O')",0.396568
"('word.lower():3in1', 'I-TYPE')",0.3947
"('-1:word.lower():fisheye', 'I-TYPE')",0.654545
"('word.lower():jepit', 'I-TYPE')",0.743212
"('word.lower():vscpd013a-d', 'B-NAME')",0.814347
"('word[-3:]:A-D', 'B-NAME')",0.814347
"('word[-2:]:-D', 'B-NAME')",0.814347
"('word[-3:]:Nak', 'B-AGE')",0.265785
"('+1:word.lower():6-12', 'O')",0.709934
"('word.lower():6-12', 'B-AGE')",0.387672
"('word[-3:]:-12', 'B-AGE')",1.18748
"('+1:word.lower():bln', 'B-AGE')",0.484886
"('word.lower():bln', 'I-AGE')",0.609112
"('word[-3:]:bln', 'I-AGE')",0.609112
"('word[-2:]:ln', 'I-AGE')",0.609112
"('-1:word.lower():6-12', 'I-AGE')",0.491945
"('word.lower():bulu', 'I-TYPE')",0.251687
"('word[-3:]:ulu', 'O')",0.146118
"('word[-3:]:ulu', 'I-TYPE')",0.100692
"('word[-3:]:ulu', 'I-NAME')",0.119063
"('-1:word.lower():bulu', 'I-TYPE')",1.129258
"('+1:word.lower():palsu', 'I-TYPE')",0.357573
"('word.lower():palsu', 'I-TYPE')",0.208616
"('word[-3:]:lsu', 'I-TYPE')",0.208616
"('+1:word.lower():oranye-biru', 'I-TYPE')",0.24185
"('word.lower():oranye-biru', 'B-COLOR')",0.714161
"('+1:word.lower():tua', 'O')",1.227571
"('+1:word.lower():tua', 'B-COLOR')",-0.239054
"('word.lower():tua', 'O')",0.025932
"('word.lower():tua', 'I-COLOR')",0.304078
"('word[-3:]:Tua', 'O')",0.025932
"('word[-3:]:Tua', 'I-COLOR')",0.304078
"('-1:word.lower():oranye-biru', 'I-COLOR')",1.051123
"('word[-3:]:iba', 'B-BRAND')",0.516182
"('word[-2:]:ba', 'B-BRAND')",0.990978
"('+1:word.lower():hayabusa', 'B-BRAND')",0.127678
"('+1:word.lower():hayabusa', 'B-NAME')",0.202179
"('word.lower():hayabusa', 'B-NAME')",0.696006
"('word.lower():hayabusa', 'I-NAME')",0.227035
"('word[-3:]:usa', 'B-NAME')",0.696006
"('word[-3:]:usa', 'I-NAME')",0.227035
"('-1:word.lower():hayabusa', 'B-CAPACITY')",1.382099
"('+1:word.lower():asip', 'I-TYPE')",0.279593
"('word.lower():asip', 'I-TYPE')",0.479636
"('word[-3:]:SIP', 'I-TYPE')",0.479636
"('word[-2:]:IP', 'I-TYPE')",0.506218
"('+1:word.lower():family', 'O')",0.004234
"('+1:word.lower():family', 'I-TYPE')",0.485839
"('word.lower():family', 'B-BRAND')",0.190909
"('word.lower():family', 'O')",1.094831
"('word[-3:]:ily', 'O')",1.352982
"('word[-3:]:ily', 'I-NAME')",0.111794
"('+1:word.lower():round', 'O')",-0.042836
"('+1:word.lower():round', 'B-MATERIAL')",0.646332
"('word.lower():round', 'O')",0.004544
"('word.lower():round', 'B-SHAPE')",1.702823
"('word[-3:]:und', 'I-TYPE')",0.623338
"('word[-3:]:und', 'B-SHAPE')",1.567853
"('-1:word.lower():family', 'B-TYPE')",0.414737
"('-1:word.lower():family', 'O')",0.270323
"('-1:word.lower():family', 'B-SHAPE')",0.870249
"('+1:word.lower():linen', 'B-SHAPE')",0.878071
"('word.lower():linen', 'B-MATERIAL')",1.305007
"('-1:word.lower():round', 'O')",0.50371
"('-1:word.lower():round', 'B-MATERIAL')",0.774673
"('+1:word.lower():lockers', 'B-MATERIAL')",1.305007
"('word.lower():lockers', 'B-TYPE')",0.460587
"('-1:word.lower():linen', 'B-TYPE')",0.460587
"('-1:word.lower():lockers', 'B-TYPE')",0.791862
"('+1:word.lower():cosmetics', 'B-TYPE')",0.791862
"('word.lower():cosmetics', 'I-TYPE')",0.094993
"('+1:word.lower():classifiers</enamex>,', 'O')",1.276011
"('word.lower():classifiers</enamex>,', 'O')",0.593994
"('word[-3:]:X>,', 'O')",0.593994
"('word[-2:]:>,', 'O')",0.593994
"('+1:word.lower():laundry', 'O')",0.593994
"('word.lower():laundry', 'B-TYPE')",0.418813
"('-1:word.lower():classifiers</enamex>,', 'B-TYPE')",0.418813
"('+1:word.lower():baskets', 'B-TYPE')",0.418813
"('word.lower():baskets', 'I-TYPE')",0.456602
"('-1:word.lower():laundry', 'I-TYPE')",0.456602
"('+1:word.lower():offices,', 'I-TYPE')",0.456602
"('word.lower():offices,', 'O')",0.263482
"('word[-3:]:es,', 'O')",0.263482
"('word[-2:]:s,', 'O')",1.250354
"('-1:word.lower():baskets', 'O')",0.263482
"('+1:word.lower():bedrooms,', 'O')",0.263482
"('word.lower():bedrooms,', 'O')",0.005446
"('word[-3:]:ms,', 'O')",0.005446
"('-1:word.lower():offices,', 'O')",0.005446
"('+1:word.lower():closets,', 'O')",0.005446
"('word.lower():closets,', 'O')",0.037733
"('word[-3:]:ts,', 'O')",0.037733
"('-1:word.lower():bedrooms,', 'O')",0.037733
"('+1:word.lower():646', 'B-NAME')",0.32947
"('word.lower():646', 'O')",0.46507
"('word[-3:]:646', 'O')",0.46507
"('word.lower():ace', 'B-BRAND')",0.907707
"('word[-3:]:ACE', 'B-BRAND')",1.221029
"('+1:word.lower():max', 'B-BRAND')",0.297693
"('+1:word.lower():max', 'I-NAME')",1.179781
"('word.lower():max', 'O')",0.328334
"('word.lower():max', 'I-BRAND')",0.425934
"('word.lower():max', 'I-NAME')",0.02015
"('word[-3:]:Max', 'O')",1.327169
"('-1:word.lower():ace', 'I-BRAND')",1.914437
"('+1:word.lower():ekstrak', 'O')",-9.5e-05
"('+1:word.lower():ekstrak', 'I-TYPE')",0.126976
"('+1:word.lower():ekstrak', 'I-NAME')",0.310833
"('word.lower():ekstrak', 'B-NAME')",0.000231
"('word.lower():ekstrak', 'I-TYPE')",0.038534
"('word.lower():ekstrak', 'I-NAME')",0.127746
"('-1:word.lower():max', 'B-NAME')",0.325499
"('+1:word.lower():daun', 'B-TYPE')",0.033773
"('+1:word.lower():daun', 'B-NAME')",0.299313
"('word.lower():daun', 'I-TYPE')",0.264004
"('word.lower():daun', 'I-NAME')",0.090167
"('word[-3:]:AUN', 'I-TYPE')",0.264004
"('word[-3:]:AUN', 'I-NAME')",0.090167
"('-1:word.lower():ekstrak', 'I-TYPE')",0.712199
"('-1:word.lower():ekstrak', 'I-NAME')",0.946678
"('+1:word.lower():sirsak', 'I-NAME')",0.156936
"('word.lower():sirsak', 'I-NAME')",0.199701
"('word[-3:]:SAK', 'I-NAME')",0.199701
"('-1:word.lower():daun', 'I-TYPE')",0.346094
"('-1:word.lower():daun', 'I-NAME')",0.116545
"('-1:word.lower():sirsak', 'I-NAME')",0.474465
"('word[-3:]:RAK', 'I-NAME')",0.50687
"('word[-3:]:LIT', 'I-NAME')",0.48063
"('word[-3:]:LIT', 'B-MATERIAL')",0.158289
"('+1:word.lower():manggis', 'I-NAME')",0.474375
"('word.lower():manggis', 'I-NAME')",0.703645
"('word[-3:]:GIS', 'I-NAME')",0.703645
"('+1:word.lower():projector', 'I-TYPE')",1.141098
"('word.lower():projector', 'I-TYPE')",0.37186
"('+1:word.lower():tv180', 'I-TYPE')",0.053932
"('word.lower():tv180', 'B-NAME')",0.681811
"('-1:word.lower():projector', 'B-BRAND')",0.686286
"('-1:word.lower():projector', 'B-NAME')",0.364465
